@relation 	/home/yyang/Data/sign
@attribute	Attribute-0	real
@attribute	Attribute-1	real
@attribute	Attribute-2	real
@attribute	Attribute-3	real
@attribute	Attribute-4	real
@attribute	Attribute-5	real
@attribute	Attribute-6	real
@attribute	Attribute-7	real
@attribute	class { alive, all, answer  }

@data

-0.023438,-0.015625,0.000000,0.166667,0.25,0.75,0.50,0.00,answer

-0.031250,-0.007812,0.000000,0.083333,0.25,0.75,0.50,0.00,answer

-0.007812,-0.007812,0.000000,0.166667,0.25,0.75,0.50,0.00,answer

-0.015625,-0.015625,0.000000,0.166667,0.25,0.75,0.50,0.00,answer

0.000000,0.000000,0.000000,0.083333,0.25,0.50,0.50,0.00,answer

0.000000,0.000000,0.000000,0.083333,0.25,0.50,0.50,0.00,answer

-0.007812,0.000000,0.000000,0.083333,0.25,0.50,0.75,0.00,answer

0.000000,0.000000,0.000000,0.166667,0.25,0.50,0.50,0.00,answer

0.007812,0.007812,0.000000,0.083333,0.25,0.25,0.50,0.00,answer

0.023438,0.007812,0.000000,0.083333,0.25,0.00,0.75,0.00,answer

0.007812,0.015625,0.000000,0.083333,0.25,0.00,0.75,0.00,answer

0.000000,0.031250,0.000000,0.166667,0.25,0.00,0.75,0.00,answer

-0.023438,0.046875,-0.007812,0.166667,0.25,0.00,0.75,0.00,answer

-0.078125,0.046875,-0.007812,0.083333,0.25,0.00,0.75,0.00,answer

-0.109375,0.070312,-0.015625,0.083333,0.25,0.00,0.75,0.00,answer

-0.164062,0.109375,-0.015625,0.166667,0.25,0.00,0.75,0.00,answer

-0.218750,0.109375,-0.023438,0.166667,0.25,0.00,0.75,0.00,answer

-0.289062,0.132812,-0.023438,0.166667,0.25,0.00,0.75,0.00,answer

-0.343750,0.148438,-0.015625,0.166667,0.25,0.00,0.75,0.00,answer

-0.406250,0.132812,-0.015625,0.166667,0.25,0.00,0.75,0.00,answer

-0.468750,0.187500,-0.015625,0.250000,0.25,0.00,0.75,0.00,answer

-0.484375,0.234375,-0.015625,0.166667,0.25,0.00,0.75,0.00,answer

-0.476562,0.273438,-0.015625,0.166667,0.25,0.00,0.75,0.00,answer

-0.453125,0.304688,-0.023438,0.166667,0.25,0.00,0.75,0.00,answer

-0.429688,0.296875,-0.023438,0.166667,0.25,0.00,0.75,0.00,answer

-0.406250,0.320312,-0.023438,0.250000,0.25,0.00,0.75,0.00,answer

-0.414062,0.296875,-0.023438,0.250000,0.25,0.00,0.75,0.00,answer

-0.429688,0.265625,-0.023438,0.166667,0.25,0.00,0.75,0.00,answer

-0.476562,0.250000,-0.015625,0.166667,0.25,0.00,0.50,0.00,answer

-0.484375,0.226562,-0.015625,0.166667,0.25,0.00,0.50,0.00,answer

-0.476562,0.250000,-0.015625,0.166667,0.25,0.00,0.50,0.00,answer

-0.476562,0.265625,-0.015625,0.166667,0.25,0.25,0.75,0.00,answer

-0.406250,0.289062,-0.023438,0.166667,0.25,0.75,0.75,0.00,answer

-0.343750,0.296875,-0.023438,0.166667,0.25,0.75,0.75,0.00,answer

-0.250000,0.304688,-0.023438,0.083333,0.25,0.75,0.75,0.00,answer

-0.187500,0.289062,-0.015625,0.083333,0.25,0.75,0.75,0.00,answer

-0.117188,0.289062,-0.015625,0.083333,0.25,0.75,0.75,0.00,answer

-0.093750,0.257812,-0.007812,0.083333,0.25,0.75,0.75,0.00,answer

-0.046875,0.218750,0.000000,0.083333,0.25,0.75,0.50,0.00,answer

-0.015625,0.187500,0.000000,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.148438,0.000000,0.083333,0.25,0.50,0.50,0.00,answer

0.039062,0.109375,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.015625,0.062500,0.007812,0.166667,0.25,0.50,0.50,0.00,answer

0.023438,0.062500,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.015625,0.046875,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.046875,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.015625,0.023438,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.000000,0.039062,0.007812,0.166667,0.25,0.50,0.50,0.00,answer

0.007812,0.015625,0.007812,0.166667,0.25,0.50,0.50,0.00,answer

0.000000,0.031250,0.007812,0.166667,0.25,0.50,0.50,0.00,answer

0.007812,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.007812,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.015625,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.015625,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.015625,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.015625,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.000000,0.031250,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.015625,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.015625,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.007812,0.015625,0.007812,0.166667,0.25,0.50,0.50,0.00,answer

0.000000,0.031250,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.015625,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.023438,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.023438,0.007812,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.031250,0.007812,0.007812,0.166667,0.25,0.50,0.50,0.00,answer

0.023438,0.015625,0.007812,0.166667,0.25,0.50,0.50,0.00,answer

0.031250,0.015625,0.007812,0.166667,0.25,0.50,0.50,0.00,answer

0.039062,0.015625,0.007812,0.166667,0.25,0.50,0.50,0.00,answer

0.023438,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.023438,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.023438,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.023438,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.023438,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.023438,0.015625,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.023438,0.007812,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.023438,0.007812,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.023438,0.007812,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.023438,0.000000,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.023438,0.007812,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.015625,0.007812,0.007812,0.083333,0.25,0.50,0.50,0.00,answer

0.007812,0.007812,0.000000,0.166667,0.25,0.50,0.50,0.00,answer

0.000000,0.007812,0.000000,0.166667,0.25,0.50,0.50,0.00,answer

0.015625,0.015625,0.000000,0.083333,0.25,0.50,0.50,0.00,answer

0.000000,0.007812,0.000000,0.083333,0.25,0.50,0.50,0.00,answer

0.000000,0.007812,0.000000,0.083333,0.25,0.25,0.50,0.00,answer

0.000000,0.007812,0.000000,0.083333,0.25,0.25,0.50,0.00,answer

0.000000,0.039062,0.000000,0.083333,0.25,0.00,0.50,0.00,answer

-0.007812,0.039062,0.000000,0.166667,0.25,0.00,0.50,0.00,answer

-0.039062,0.046875,0.000000,0.166667,0.25,0.00,0.50,0.00,answer

-0.062500,0.039062,-0.007812,0.166667,0.25,0.00,0.50,0.00,answer

-0.109375,0.070312,-0.015625,0.166667,0.25,0.00,0.50,0.00,answer

-0.156250,0.101562,-0.023438,0.166667,0.25,0.00,0.50,0.00,answer

-0.218750,0.125000,-0.031250,0.083333,0.25,0.00,0.50,0.00,answer

-0.281250,0.140625,-0.031250,0.083333,0.25,0.00,0.50,0.00,answer

-0.343750,0.132812,-0.031250,0.166667,0.25,0.00,0.50,0.00,answer

-0.429688,0.156250,-0.031250,0.166667,0.25,0.00,0.50,0.00,answer

-0.500000,0.187500,-0.023438,0.166667,0.25,0.00,0.50,0.00,answer

-0.531250,0.218750,-0.015625,0.083333,0.25,0.00,0.50,0.00,answer

-0.554688,0.257812,-0.023438,0.166667,0.25,0.00,0.50,0.00,answer

-0.531250,0.304688,-0.023438,0.083333,0.25,0.00,0.50,0.00,answer

-0.500000,0.335938,-0.031250,0.166667,0.25,0.00,0.50,0.00,answer

-0.421875,0.351562,-0.039062,0.166667,0.25,0.00,0.50,0.00,answer

-0.445312,0.328125,-0.039062,0.250000,0.25,0.00,0.50,0.00,answer

-0.429688,0.304688,-0.039062,0.166667,0.25,0.00,0.50,0.00,answer

-0.429688,0.257812,-0.039062,0.166667,0.25,0.00,0.50,0.00,answer

-0.484375,0.250000,-0.031250,0.250000,0.25,0.00,0.50,0.00,answer

-0.531250,0.234375,-0.023438,0.166667,0.25,0.00,0.50,0.00,answer

-0.578125,0.234375,-0.023438,0.166667,0.25,0.00,0.50,0.00,answer

-0.562500,0.257812,-0.023438,0.166667,0.25,0.00,0.50,0.00,answer

-0.500000,0.312500,-0.031250,0.250000,0.25,0.00,0.50,0.00,answer

-0.429688,0.343750,-0.031250,0.166667,0.25,0.75,0.50,0.00,answer

-0.351562,0.351562,-0.039062,0.166667,0.25,0.75,0.50,0.00,answer

-0.273438,0.335938,-0.031250,0.166667,0.25,0.75,0.50,0.00,answer

-0.203125,0.343750,-0.031250,0.166667,0.25,0.75,0.50,0.00,answer

-0.156250,0.312500,-0.023438,0.083333,0.25,0.75,0.50,0.00,answer

-0.117188,0.289062,-0.015625,0.083333,0.25,0.75,0.50,0.00,answer

-0.085938,0.250000,-0.007812,0.083333,0.25,0.75,0.50,0.00,answer

-0.054688,0.210938,0.000000,0.000000,0.25,0.75,0.50,0.00,answer

-0.007812,0.187500,0.000000,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.132812,0.000000,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.078125,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.062500,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.054688,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.046875,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.046875,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.039062,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.039062,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.039062,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

-0.015625,0.054688,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.039062,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.039062,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.039062,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

-0.015625,0.046875,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.031250,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.031250,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

0.000000,0.015625,0.007812,0.083333,0.25,0.75,0.50,0.00,answer

-0.070312,0.03125,0,0,0.5,0.75,0.5,0,alive

-0.046875,0.023438,0,0,0.5,0.75,0.5,0,alive

-0.054688,0.039062,0,0,0.5,0.75,0.5,0,alive

-0.054688,0.039062,0,0,0.5,0.75,0.5,0,alive

-0.054688,0.039062,0,0,0.5,0.75,0.5,0,alive

-0.054688,0.039062,0,0,0.5,0.75,0.5,0,alive

-0.046875,0.039062,0,0,0.5,0.75,0.5,0,alive

-0.046875,0.039062,0,0,0.5,0.75,0.5,0,alive

-0.046875,0.039062,0,0,0.5,0.75,0.5,0,alive

-0.046875,0.023438,0,0,0.5,0.75,0.5,0,alive

0,0,0,0,0.5,0.75,0.5,0,alive

0,0,0,0,0.5,0.75,0.5,0,alive

-0.007812,0,0,0,0.5,0.75,0.5,0,alive

0,0,0,0,0.5,0.75,0.5,0,alive

0,0,0,0,0.5,0.75,0.5,0,alive

0,-0.007812,0,0.083333,0.5,0.75,0.5,0,alive

0,-0.007812,0,0.083333,0.5,0.75,0.5,0,alive

0.015625,-0.007812,0,0,0.5,0.75,0.5,0,alive

0.023438,-0.007812,0,0,0.5,0.75,0.5,0,alive

0.03125,-0.007812,0,0,0.5,0.75,0.5,0,alive

0.039062,-0.007812,0,0,0.5,0.75,0.5,0,alive

0.023438,0,0,0,0.5,0.75,0.5,0,alive

0.039062,-0.007812,0,0,0.25,0.75,0.5,0,alive

0.039062,-0.007812,0,0,0.25,0.75,0.5,0,alive

0.039062,-0.007812,0,0,0.25,0.75,0.5,0,alive

0.039062,-0.007812,0,0,0.25,0.75,0.5,0,alive

0.039062,-0.015625,0,0,0.25,0.75,0.5,0,alive

0.039062,-0.015625,0,0,0.25,0.75,0.5,0,alive

0.039062,-0.015625,0,0,0.25,0.75,0.5,0,alive

-0.015625,-0.015625,0,0,0.25,0.75,0.25,0,alive

0.039062,-0.015625,0,0,0.25,0.75,0.5,0,alive

0.039062,-0.023438,0,0.083333,0.25,0.75,0.25,0.25,alive

0.039062,-0.015625,0,0.083333,0.25,0.5,0.25,0,alive

0.023438,0,0,0.083333,0,0,0.25,0,alive

0.03125,-0.015625,0,0,0,0,0,0,alive

0.039062,-0.007812,0,0.083333,0,0,0,0,alive

0.015625,-0.015625,0,0.083333,0,0,0,0,alive

0,-0.015625,0,0.166667,0,0,0,0,alive

-0.023438,-0.007812,0,0.166667,0,0,0,0,alive

-0.039062,0,0,0.166667,0,0,0,0,alive

-0.039062,0.015625,0,0.166667,0,0,0,0,alive

-0.054688,0.007812,0,0.166667,0,0,0,0,alive

-0.101562,0.007812,0,0.166667,0,0,0,0,alive

-0.140625,0,0,0.166667,0,0,0,0,alive

-0.148438,0.007812,0.007812,0.25,0,0,0,0,alive

-0.140625,0,0.015625,0.166667,0,0,0,0,alive

-0.203125,0.015625,0.015625,0.25,0,0,0,0,alive

-0.234375,0.023438,0.023438,0.25,0,0,0,0,alive

-0.265625,0.039062,0.03125,0.25,0,0,0,0,alive

-0.28125,0.132812,0.03125,0.25,0,0,0,0,alive

-0.25,0.1875,0.023438,0.333333,0,0,0,0,alive

-0.226562,0.234375,0.015625,0.25,0,0,0,0,alive

-0.203125,0.265625,0,0.333333,0,0,0,0,alive

-0.164062,0.273438,0,0.25,0,0,0,0,alive

-0.117188,0.28125,-0.007812,0.25,0,0,0,0,alive

-0.101562,0.273438,-0.015625,0.25,0,0,0,0,alive

-0.09375,0.242188,-0.023438,0.25,0,0,0,0,alive

-0.117188,0.195312,-0.023438,0.166667,0,0,0,0,alive

-0.109375,0.164062,-0.023438,0.166667,0,0,0,0,alive

-0.125,0.117188,-0.023438,0.25,0,0,0,0,alive

-0.179688,0.054688,-0.007812,0.083333,0,0,0,0,alive

-0.171875,0.046875,0,0.166667,0,0,0,0,alive

-0.210938,0.015625,0.007812,0.25,0,0,0,0,alive

-0.203125,0.039062,0.023438,0.333333,0,0,0,0,alive

-0.25,0.046875,0.03125,0.25,0,0,0,0,alive

-0.265625,0.125,0.039062,0.25,0,0,0,0,alive

-0.28125,0.164062,0.03125,0.333333,0,0,0,0,alive

-0.242188,0.226562,0.023438,0.25,0,0,0,0,alive

-0.210938,0.273438,0.015625,0.25,0,0,0,0,alive

-0.171875,0.289062,0,0.25,0,0,0,0,alive

-0.140625,0.296875,0,0.25,0,0,0,0,alive

-0.132812,0.304688,0,0.25,0,0,0,0,alive

-0.117188,0.304688,-0.007812,0.25,0,0,0,0,alive

-0.109375,0.304688,-0.007812,0.25,0,0,0,0,alive

-0.125,0.289062,-0.007812,0.25,0,0,0,0,alive

-0.117188,0.304688,-0.007812,0.25,0,0,0,0,alive

-0.125,0.289062,-0.007812,0.25,0,0,0,0,alive

-0.101562,0.304688,-0.007812,0.25,0,0,0,0,alive

-0.101562,0.304688,-0.007812,0.25,0,0,0,0,alive

-0.125,0.289062,-0.007812,0.333333,0,0,0,0,alive

-0.109375,0.296875,-0.007812,0.25,0,0,0,0,alive

-0.101562,0.296875,-0.007812,0.25,0,0,0,0,alive

-0.125,0.289062,-0.007812,0.333333,0,0,0,0,alive

-0.125,0.28125,-0.007812,0.25,0,0,0,0,alive

-0.109375,0.257812,-0.007812,0.25,0,0,0,0,alive

-0.09375,0.242188,-0.007812,0.25,0,0,0,0,alive

-0.085938,0.234375,-0.007812,0.25,0,0,0,0,alive

-0.09375,0.234375,-0.007812,0.25,0,0,0,0,alive

-0.09375,0.21875,-0.007812,0.25,0,0.25,0,0,alive

-0.070312,0.210938,-0.007812,0.25,0,0.5,0,0,alive

-0.054688,0.1875,-0.007812,0.25,0,0.5,0,0,alive

-0.03125,0.164062,-0.007812,0.25,0,0.75,0,0,alive

-0.039062,0.140625,-0.007812,0.083333,0,0.75,0,0,alive

-0.054688,0.117188,-0.007812,0.166667,0,0.75,0,0,alive

-0.015625,0.085938,-0.007812,0.166667,0,0.75,0,0,alive

-0.03125,0.070312,0,0.166667,0,0.75,0.25,0,alive

-0.03125,0.039062,0,0.083333,0,0.75,0.25,0.25,alive

0,0.03125,0,0.166667,0,0.75,0.5,0.25,alive

0.015625,0,0,0.083333,0.25,0.75,0.75,0.25,alive

0.007812,0,0,0.083333,0.25,0.75,0.75,0.75,alive

0.039062,0,0,0.083333,0.25,0.75,0.75,0.25,alive

0.039062,0,0,0.083333,0.25,0.75,0.75,0.25,alive

0.046875,0.007812,0,0.083333,0.5,0.75,0.75,0.25,alive

0.039062,0,0,0.083333,0.5,0.75,0.75,0.25,alive

0.023438,0,0,0,0.5,0.75,0.75,0.25,alive

0.007812,0.007812,0,0.083333,0.5,0.75,0.75,0.25,alive

0.023438,0,0,0,0.5,0.75,0.75,0.25,alive

0.015625,0,0,0,0.5,0.75,0.75,0.25,alive

0.007812,0.007812,0,0,0.25,0.75,0.75,0.25,alive

0.023438,0,0,0,0.25,0.75,0.75,0.25,alive

0.007812,0.007812,0,0,0.25,0.75,0.75,0.25,alive

0.023438,-0.007812,0,0,0,0.75,0,0,alive

0.015625,-0.015625,0,0,0,0.75,0,0,alive

0.007812,-0.023438,0,0,0,0.75,0,0,alive

0,-0.007812,0,0,0,0.75,0,0,alive

0.007812,-0.015625,0,0,0,0.75,0,0,alive

0.015625,-0.015625,0,0,0,0.75,0,0,alive

0.03125,-0.007812,0,0,0,0.75,0,0,alive

0.023438,-0.007812,0,0,0,0.75,0,0,alive

0.007812,-0.023438,0,0,0,0.75,0,0,alive

0.007812,-0.023438,0,0,0,0.75,0,0,alive

0.007812,-0.007812,0,0,0,0.75,0,0,alive

0,-0.015625,0,0,0,0.75,0,0,alive

0,-0.015625,0,0,0,0.75,0,0,alive

0,-0.015625,0,0,0,0.75,0,0,alive

0,-0.007812,0,0,0,0.75,0,0,alive

0,-0.007812,0,0,0,0.75,0,0,alive

0,-0.007812,0,0,0,0.75,0,0,alive

-0.039062,-0.015625,0,0,0,0.75,0,0,alive

0,-0.015625,0,0,0,0.75,0,0,alive

0.007812,-0.015625,0,0,0,0.75,0,0,alive

0.007812,-0.015625,0,0,0,0.75,0,0,alive

0.007812,-0.007812,0,0,0,0.75,0,0,alive

0,-0.007812,-0.015625,-1,0,0,0,0,alive

-0.007812,-0.023438,0,0.083333,0,0.75,0,0,alive

0.007812,-0.023438,0,0,0,0.5,0,0,alive

0.007812,-0.023438,0,0,0,0,0,0,alive

-0.007812,-0.039062,0,0.083333,0,0,0.25,0,alive

-0.03125,-0.054688,0,0.166667,0,0,0,0,alive

-0.070312,0,0,0.166667,0,0,0,0,alive

-0.054688,0.03125,0,0.166667,0,0,0,0,alive

0,0,-0.101562,0.5,0,0,0,0.25,alive

-0.148438,0.0625,0.015625,0.083333,0,0,0,0,alive

-0.203125,0.125,0.023438,0.25,0,0,0,0,alive

-0.25,0.164062,0.039062,0.25,0,0,0,0,alive

-0.257812,0.226562,0.046875,0.333333,0,0,0,0,alive

-0.273438,0.28125,0.046875,0.25,0,0,0,0,alive

-0.242188,0.34375,0.046875,0.25,0,0,0,0,alive

-0.195312,0.375,0.039062,0.25,0,0,0,0,alive

-0.1875,0.375,0.03125,0.25,0,0,0,0,alive

-0.164062,0.359375,0.03125,0.25,0,0,0,0,alive

-0.148438,0.335938,0.023438,0.25,0,0,0,0,alive

-0.171875,0.28125,0.023438,0.166667,0,0,0,0,alive

-0.21875,0.273438,0.023438,0.25,0,0,0,0,alive

-0.242188,0.265625,0.03125,0.25,0,0,0,0,alive

-0.28125,0.257812,0.046875,0.25,0,0,0,0,alive

-0.296875,0.25,0.046875,0.083333,0,0,0,0,alive

-0.257812,0.28125,0.046875,0.333333,0,0,0,0,alive

-0.210938,0.328125,0.046875,0.333333,0,0,0,0,alive

-0.203125,0.367188,0.039062,0.25,0,0,0,0,alive

-0.1875,0.34375,0.03125,0.25,0,0,0,0,alive

-0.179688,0.296875,0.023438,0.25,0,0,0,0,alive

-0.140625,0.265625,0.015625,0.25,0,0,0,0,alive

-0.117188,0.210938,0.007812,0.166667,0,0,0,0,alive

-0.101562,0.171875,0,0.166667,0,0,0,0,alive

-0.09375,0.117188,0,0.166667,0,0,0,0,alive

-0.078125,0.070312,0,0.166667,0,0,0,0,alive

-0.054688,0.0625,0,0,0,0.5,0,0,alive

-0.03125,0.039062,0,0,0,0.75,0,0.25,alive

-0.03125,0.039062,0,0,0,0.75,0,0.5,alive

-0.023438,0.046875,0,0.166667,0,0.75,0.25,0.5,alive

0,0.015625,0,0,0,0.75,0.25,0.5,alive

0,0.007812,0,0,0,0.75,0.25,0.5,alive

-0.007812,-0.007812,0,0,0,0.75,0.25,0.5,alive

-0.007812,-0.007812,0,0,0,0.75,0.25,0.5,alive

-0.007812,-0.015625,0,0,0,0.75,0.25,0.5,alive

-0.007812,-0.015625,0,0,0,0.75,0.25,0.5,alive

-0.007812,-0.023438,0,0,0,0.75,0.25,0.5,alive

-0.015625,-0.023438,0,0,0,0.75,0.25,0.5,alive

-0.023438,-0.007812,0,0.083333,0,0.75,0.25,0.5,alive

0.007812,0,0,0,0,0.75,0,0.25,alive

0.015625,-0.007812,0,0,0,0.75,0,0.25,alive

0.015625,-0.015625,0,0,0,0.75,0,0.25,alive

0.007812,-0.023438,0,0,0,0.75,0,0.25,alive

0.007812,-0.015625,0,0,0,0.75,0,0.5,alive

0,-0.015625,0,0,0,0.75,0,0.25,alive

0,-0.007812,0,0,0,0.75,0,0.25,alive

0,-0.015625,0,0,0,0.75,0,0.25,alive

-0.015625,-0.007812,0,0,0,0.75,0,0.25,alive

0,-0.007812,0,0,0,0.75,0,0.25,alive

0.007812,-0.007812,0,0,0,0.75,0,0.25,alive

0.03125,-0.007812,0,0,0,0.75,0,0.25,alive

0.015625,-0.023438,0,0.083333,0,0.25,0,0.25,alive

0,0.015625,-0.015625,0,0,0,0,0.25,alive

0,-0.03125,0,0.166667,0,0,0,0,alive

-0.007812,-0.007812,0,0.166667,0,0,0,0,alive

-0.046875,-0.015625,0,0.166667,0,0,0,0,alive

-0.078125,0.023438,0.007812,0.25,0,0,0,0,alive

-0.132812,0.054688,0.015625,0.25,0,0,0,0,alive

-0.179688,0.101562,0.023438,0.083333,0,0,0,0,alive

-0.25,0.148438,0.039062,0.166667,0,0,0,0,alive

-0.3125,0.21875,0.046875,0.083333,0,0,0,0,alive

-0.3125,0.28125,0.0625,0.083333,0,0,0,0,alive

-0.304688,0.328125,0.0625,0.25,0,0,0,0,alive

-0.25,0.34375,0.054688,0.25,0,0,0,0,alive

-0.226562,0.359375,0.046875,0.25,0,0,0,0,alive

-0.21875,0.34375,0.039062,0.25,0,0,0,0,alive

-0.148438,0.320312,0.03125,0.25,0,0,0,0,alive

-0.15625,0.289062,0.03125,0.25,0,0,0,0,alive

-0.234375,0.257812,0.039062,0.25,0,0,0,0,alive

-0.257812,0.242188,0.046875,0.25,0,0,0,0,alive

-0.289062,0.273438,0.054688,0.25,0,0,0,0,alive

-0.320312,0.265625,0.0625,0.083333,0,0,0,0,alive

-0.296875,0.3125,0.054688,0.25,0,0,0,0,alive

-0.242188,0.328125,0.046875,0.25,0,0,0,0,alive

-0.195312,0.3125,0.03125,0.333333,0,0,0,0,alive

-0.164062,0.304688,0.023438,0.333333,0,0,0,0,alive

-0.125,0.265625,0.007812,0.25,0,0,0,0,alive

-0.09375,0.21875,0.007812,0.25,0,0,0,0,alive

-0.070312,0.164062,0,0.166667,0,0,0,0,alive

-0.078125,0.117188,0,0.166667,0,0.25,0,0,alive

-0.03125,0.078125,0,0,0,0.5,0,0,alive

-0.046875,0.0625,0,0.083333,0,0.75,0,0.25,alive

-0.015625,0.015625,0,0,0,0.75,0,0.25,alive

-0.023438,0,0,0,0,0.75,0,0.5,alive

-0.03125,0,0,0,0,0.75,0.25,0.5,alive

-0.046875,0,0,0,0,0.75,0.25,0.5,alive

-0.03125,-0.007812,0,0,0.25,0.75,0.25,0.5,alive

-0.046875,0,0,0,0,0.75,0.25,0.5,alive

-0.023438,-0.015625,0,0,0,0.75,0.25,0.5,alive

-0.007812,-0.015625,0,0,0,0.75,0.25,0.5,alive

0,-0.015625,0,0,0,0.75,0.25,0.5,alive

0.007812,0,0,0,0,0.75,0,0.5,alive

0,-0.007812,0,0,0,0.75,0,0.5,alive

0.015625,-0.023438,0,0,0,0.75,0,0.5,alive

0,-0.007812,0,0,0,0.75,0,0.5,alive

0.007812,0,0,0,0,0.75,0,0.5,alive

0.015625,0,0,0,0,0.75,0,0.5,alive

0.015625,0.007812,0,0,0,0.75,0,0.5,alive

0.007812,0.015625,0,0,0,0.75,0,0.5,alive

0,0,0,0,0,0.75,0,0.5,alive

0.015625,0.015625,0,0,0,0.75,0,0.5,alive

0.015625,0.015625,0,0,0,0.75,0,0.75,alive

0.015625,0.023438,0,0,0,0.5,0,0.75,alive

0.015625,0.023438,0,0,0,0.25,0,0.75,alive

-0.015625,0.007812,0,0.083333,0,0,0.25,0,alive

-0.046875,-0.007812,0,0.166667,0,0,0,0,alive

-0.085938,-0.007812,0.007812,0.25,0,0,0,0,alive

-0.132812,0.015625,0.007812,0.166667,0,0,0,0,alive

-0.171875,0.046875,0.015625,0.083333,0,0,0,0,alive

-0.257812,0.125,0.03125,0.25,0,0,0,0,alive

-0.304688,0.1875,0.046875,0.25,0,0,0,0,alive

-0.3125,0.234375,0.054688,0.333333,0,0,0,0,alive

-0.335938,0.257812,0.054688,0,0,0,0,0,alive

-0.265625,0.296875,0.046875,0.083333,0,0,0,0,alive

-0.234375,0.335938,0.039062,0.25,0,0,0,0,alive

-0.203125,0.320312,0.03125,0.25,0,0,0,0,alive

-0.1875,0.3125,0.023438,0.25,0,0,0,0,alive

-0.1875,0.257812,0.023438,0.25,0,0,0,0,alive

-0.203125,0.242188,0.023438,0.25,0,0,0,0,alive

-0.265625,0.203125,0.03125,0.25,0,0,0,0,alive

-0.320312,0.203125,0.046875,0.333333,0,0,0,0,alive

-0.3125,0.257812,0.054688,0.166667,0,0,0,0,alive

