@relation 	/home/yyang/Data/mfeat-mor
@attribute	Attribute-0	{1,0,2}
@attribute	Attribute-1	{0,2,3,4,1,6,5}
@attribute	Attribute-2	{0,1,4,2,5,3}
@attribute	Attribute-3	real
@attribute	Attribute-4	real
@attribute	Attribute-5	real
@attribute	class { 0, 1, 2, 3, 4, 5, 6, 7, 8, 9  }

@data
0,2,0,208.716858,2.104126,12055.419922,2

0,2,0,188.678864,2.059350,11500.401367,2

0,2,0,172.194855,1.932221,8935.583984,2

0,2,0,184.426865,2.032819,9667.240234,2

0,2,0,200.570862,2.102779,11487.182617,2

0,2,0,188.098862,1.929836,10866.637695,2

0,3,1,203.770859,2.025999,12442.142578,2

0,2,0,199.586868,2.196566,12487.672852,2

0,2,0,203.804855,2.040325,12260.313477,2

0,2,0,182.764862,1.877596,9377.221680,2

0,2,0,194.012863,1.899707,10621.097656,2

0,2,0,180.572861,1.990338,9018.823242,2

0,2,0,182.722855,1.913021,9699.206055,2

0,2,0,183.806854,1.940473,10132.942383,2

0,2,0,221.212860,2.218795,14512.738281,2

0,2,0,184.542862,1.926775,10506.459961,2

0,2,0,200.668869,2.122952,11510.315430,2

0,2,0,201.934860,2.351188,12998.872070,2

0,2,0,185.526855,2.049642,10041.997070,2

0,2,0,188.860855,2.091292,10516.407227,2

0,2,0,192.680862,1.984737,11143.196289,2

0,2,0,177.470856,1.904509,8874.523438,2

0,2,0,183.236862,1.828667,9885.667969,2

0,2,0,176.974869,1.842717,9360.566406,2

0,2,0,203.854858,2.178210,12826.225586,2

0,2,0,169.936859,1.787797,8925.453125,2

0,3,1,204.696869,2.012826,11580.750977,2

0,2,0,200.520859,2.031907,12182.097656,2

0,2,0,190.298859,1.985512,11316.465820,2

0,2,0,164.496857,1.755149,9084.261719,2

0,2,0,204.698868,2.079617,12819.328125,2

0,2,0,181.432861,1.920799,9503.117188,2

0,2,0,191.968857,2.090569,11575.879883,2

0,2,0,205.118866,2.026851,11509.955078,2

0,2,0,188.296860,1.825141,8658.349609,2

0,2,0,201.100861,2.003188,11771.376953,2

0,2,0,199.710861,1.927826,11420.755859,2

0,2,0,186.048859,2.018593,11075.259766,2

0,2,0,198.626862,2.104311,11288.750977,2

0,2,0,177.420868,1.919311,9347.624023,2

0,3,1,189.372864,2.159420,10842.553711,2

0,2,0,193.102859,2.027287,10775.343750,2

0,3,1,178.248856,1.713643,8632.919922,2

0,2,0,195.542862,1.960083,11127.522461,2

0,2,0,191.250854,2.098446,10695.619141,2

0,2,0,184.964859,1.772045,9752.959961,2

0,2,0,162.179855,1.838852,8592.083984,2

0,2,0,175.080856,1.852247,8488.776367,2

0,2,0,191.522858,1.938229,10846.810547,2

0,2,0,180.192856,1.815410,9298.406250,2

0,2,0,206.838867,2.024076,12424.144531,2

0,2,0,197.666855,2.178754,11745.041016,2

0,3,1,184.698868,1.949890,9398.358398,2

0,2,0,143.852859,1.588024,4790.233887,2

0,2,0,193.068863,1.976908,10611.242188,2

0,2,0,178.166855,2.060457,10367.974609,2

0,3,1,170.028854,1.746755,8077.610840,3

0,3,1,209.062866,2.290420,12900.695312,3

0,2,0,137.742859,1.525253,3801.707031,3

0,3,1,193.944855,2.200793,11751.944336,3

0,3,1,170.664856,1.768602,7245.337402,3

0,4,2,211.362854,2.202276,15845.420898,3

0,4,2,188.718857,1.974437,10852.679688,3

0,3,1,174.998856,1.973073,9505.015625,3

0,4,2,183.294861,2.005093,10691.516602,3

0,4,2,192.540863,2.076777,11453.769531,3

0,4,2,163.974869,1.744595,7053.135742,3

0,3,1,200.734863,2.173116,12567.869141,3

0,3,1,193.010864,1.910728,11054.802734,3

0,3,1,176.380859,2.038090,9590.974609,3

0,3,1,165.082855,1.643385,8263.715820,3

0,4,2,184.028854,1.764095,9560.246094,3

0,2,0,181.970856,1.986135,8527.398438,3

0,4,2,197.964859,2.057072,12499.417969,3

0,3,1,187.362854,2.076305,11248.090820,3

0,2,0,172.434860,1.950406,8179.286133,3

0,3,1,184.236862,1.852611,9926.684570,3

0,3,1,189.496857,1.901882,10333.621094,3

0,3,1,178.224869,1.940895,9466.056641,3

0,2,0,155.886856,1.752001,6437.857910,3

0,4,2,202.670868,2.005123,11249.856445,3

0,3,1,203.091858,2.221656,13438.731445,3

0,3,1,165.496857,1.887162,8692.218750,3

0,3,1,178.868866,1.848637,8202.667969,3

0,3,1,192.845856,2.040190,11367.298828,3

0,3,1,172.378860,1.911732,8420.247070,3

0,3,1,174.866867,1.876565,8755.625977,3

0,2,0,183.144867,2.034276,9036.091797,3

0,2,0,192.630859,1.879394,11076.026367,3

0,4,2,175.478867,1.827140,9665.159180,3

0,3,1,192.208862,1.940184,11319.729492,3

0,3,1,170.358856,1.975145,9086.685547,3

0,3,1,175.701859,1.874705,7955.096680,3

0,3,1,176.454865,1.816388,9791.829102,3

0,4,2,179.704865,1.869869,9534.493164,3

0,4,2,187.346863,2.006142,11269.240234,3

0,3,1,158.078857,1.753141,6033.595215,3

0,2,0,157.556854,1.609052,5877.716797,3

0,4,2,152.760864,1.725102,6333.395020,3

0,2,0,152.636856,1.757838,6438.941895,3

0,3,1,183.152863,1.993077,9901.108398,3

0,4,2,203.142868,2.027324,13242.815430,3

0,4,2,183.310867,1.932532,9301.735352,3

0,4,2,163.454865,1.716028,7601.009277,3

0,3,1,156.019867,1.941303,8434.741211,3

0,2,0,165.462860,1.608568,7739.406738,3

0,3,1,203.464859,2.246094,12199.940430,3

0,3,1,202.786865,2.069608,12568.452148,3

0,3,1,210.370865,2.231880,15242.065430,3

0,3,1,153.248856,1.790433,6610.250977,3

0,3,1,179.026855,1.849030,8527.506836,3

0,2,0,159.888855,1.682088,7059.039062,3

0,3,1,153.422867,1.630011,5676.856445,3

0,3,1,203.588867,1.905927,13138.416992,3

0,3,1,178.712860,1.805110,9524.783203,3

0,4,2,163.412857,1.723964,7456.090332,3

0,3,1,207.674866,2.301397,14634.752930,3

0,3,1,163.081863,1.730179,6343.282227,3

0,3,1,209.576859,2.136112,15203.105469,3

0,3,1,178.456863,1.874825,9784.332031,3

0,3,1,188.256866,2.050145,10306.117188,3

0,4,2,158.508865,1.708454,7317.155762,3

0,3,1,164.918869,1.726621,8540.315430,3

0,3,1,190.744858,2.042529,10965.806641,3

0,4,2,182.508865,1.965699,9698.375977,3

0,3,1,175.726868,1.855172,8390.675781,3

0,4,2,184.624863,1.751698,9678.079102,3

0,3,1,192.010864,2.002006,11134.455078,3

0,3,1,176.298859,1.847037,9528.447266,3

0,3,1,174.262863,1.906291,9209.636719,3

0,3,1,172.932861,2.003297,10281.398438,3

0,3,1,183.648865,1.989612,9150.223633,3

0,4,2,191.398865,2.079718,11453.374023,3

0,2,0,171.566864,1.749838,9298.727539,3

0,3,1,175.362854,1.829675,9222.736328,3

0,3,1,157.672867,1.772074,7814.674316,3

0,4,2,193.846863,1.974496,10159.923828,3

0,3,0,143.142868,1.546225,5338.505371,3

0,3,1,200.412857,2.247081,13358.622070,3

0,4,2,194.640854,2.130811,12182.301758,3

0,3,1,206.640854,2.156019,12907.010742,3

0,4,2,174.452866,1.775794,8610.958008,3

0,3,1,193.590866,1.920020,11953.478516,3

0,2,0,168.624863,1.915023,8822.056641,3

0,2,0,170.614868,1.958364,8276.339844,3

0,3,1,182.516861,1.897838,11437.436523,3

0,3,1,195.392868,2.030346,11234.781250,3

0,3,1,208.394867,2.143745,13418.205078,3

0,3,1,174.304855,1.717108,9232.874023,3

0,4,2,172.220856,1.820710,8677.429688,3

0,3,1,171.268860,1.824797,7661.911133,3

0,2,0,162.940857,1.593542,6285.724609,3

0,3,1,190.314865,2.023399,10211.824219,3

0,3,1,183.442856,1.982998,10757.710938,3

0,2,0,182.152863,1.949120,10137.656250,3

0,3,1,179.084854,1.799662,9240.951172,3

0,3,1,183.880859,1.949463,10131.451172,3

0,2,0,169.120865,1.784182,7032.551758,3

0,3,1,146.888855,1.813630,6882.786133,3

0,2,0,154.504868,1.627712,6124.557129,3

0,2,0,189.454865,1.972663,10830.312500,3

0,2,0,172.012863,1.778974,8697.084961,3

0,3,1,174.792862,2.003007,10477.241211,3

0,2,0,154.082855,1.794033,6626.833496,3

0,2,0,179.514862,1.926444,9187.867188,3

0,3,1,169.746857,1.852715,8150.843750,3

0,3,1,188.164856,2.050672,10296.852539,3

0,3,1,179.390854,1.872983,9118.297852,3

0,2,0,151.386856,1.631691,5850.605469,3

0,4,2,170.714859,1.934063,9992.607422,3

0,3,1,179.200867,1.906591,8873.645508,3

0,3,1,186.932861,2.084446,10726.286133,3

0,3,1,188.834854,1.946419,10856.931641,3

0,2,0,181.804855,1.928816,9139.958984,3

0,2,0,169.589859,1.773084,7537.661621,3

0,3,1,210.138855,2.164566,12664.493164,3

0,3,1,174.304855,1.924190,9046.521484,3

0,3,1,161.022858,1.680057,7692.524902,3

0,3,1,190.208862,1.991395,11393.367188,3

0,3,1,174.056854,1.857153,8846.744141,3

0,3,1,184.814865,1.945673,10767.471680,3

0,3,1,206.094864,2.184971,13448.249023,3

0,3,1,198.998856,2.148005,12700.228516,3

0,2,0,166.322861,1.918653,8118.658691,3

0,3,1,175.304855,1.881265,7975.417480,3

0,2,0,172.252869,1.822329,8623.000977,3

0,3,1,185.874863,1.894529,10458.028320,3

0,2,0,165.008865,1.861926,8109.946289,3

0,3,1,159.798859,1.786072,7304.183105,3

0,3,1,172.550858,1.846375,9906.513672,3

0,3,1,202.397858,2.199232,14817.290039,3

0,3,1,198.220856,2.051399,13164.427734,3

0,3,1,184.012863,1.997981,10937.028320,3

0,3,1,189.140854,1.978852,11244.678711,3

0,3,1,166.704865,1.830507,8052.601562,3

0,2,0,176.454865,1.785740,10076.938477,3

0,3,1,187.048859,2.021979,11459.154297,3

0,3,1,187.288864,1.964888,10659.025391,3

0,3,1,172.476868,1.933856,10063.712891,3

0,2,0,145.912857,1.655749,5204.765625,3

0,3,1,206.714859,2.065559,12370.023438,3

0,4,2,203.794861,2.201385,13935.999023,3

0,3,1,160.766861,1.798304,8207.871094,3

0,4,2,182.714859,1.969353,10743.909180,3

0,2,0,180.042862,1.978464,8943.062500,3

0,3,1,162.693863,1.681466,6887.741211,3

0,3,1,185.650864,1.993735,10466.950195,3

0,3,1,166.108856,1.871346,6979.792969,3

0,3,1,167.886856,1.835163,8525.265625,3

0,3,1,165.662857,1.869305,8728.791992,3

0,3,1,198.526855,1.945078,11782.603516,3

0,3,1,183.674866,1.950035,10405.731445,3

0,3,1,180.158859,1.943223,9071.040039,3

0,3,1,180.052856,2.009300,9421.332031,3

0,3,1,202.306854,2.109357,13632.604492,3

0,4,2,201.752869,2.004690,12247.228516,3

0,4,2,169.598862,1.727509,8910.369141,3

0,4,1,177.628860,2.045658,9595.302734,3

0,4,2,175.974869,1.891194,9061.174805,3

0,4,2,184.452866,2.084666,10399.715820,3

0,4,2,180.928864,1.742446,10463.680664,3

0,4,2,172.468857,1.924666,10098.776367,3

0,4,2,185.990860,1.967668,9959.278320,3

0,4,2,162.776855,1.780643,6368.285156,3

0,3,1,178.522858,1.955835,8373.783203,3

0,4,2,177.992859,1.857116,9242.457031,3

0,2,0,176.040863,1.770195,7356.226074,3

0,2,0,172.748856,1.770010,8960.333984,3

0,2,0,161.716858,1.595048,6200.322754,3

0,3,1,153.678864,1.739656,6301.463379,3

0,4,2,211.362854,2.202276,15845.420898,3

0,3,1,182.144867,1.932423,10334.978516,3

0,3,1,217.854858,2.374242,16356.147461,3

0,3,1,194.888855,2.195575,10933.300781,3

0,2,0,148.988861,1.720132,6202.221680,3

0,3,1,171.078857,1.895850,8202.034180,3

0,4,2,180.580856,1.966552,9788.188477,3

0,2,0,167.605865,1.941587,8221.398438,3

0,3,1,195.112854,2.026062,12050.609375,3

0,2,0,152.634857,1.649967,5666.238281,3

0,3,1,191.522858,2.133962,10939.174805,3

0,4,2,187.032867,1.884321,10698.329102,3

0,3,1,190.348862,2.190323,10871.544922,3

0,4,2,194.550858,2.142774,12453.856445,3

0,3,1,158.640854,1.702437,6889.133301,3

0,3,1,186.188858,2.071301,10971.967773,3

0,3,1,181.896866,1.896552,9601.785156,3

0,2,0,186.080856,2.071712,10529.159180,3

0,3,1,193.978867,1.973269,10038.948242,3

0,4,2,175.436859,1.973289,8248.420898,3

0,3,1,185.171860,2.016549,10421.046875,3

0,4,2,171.202866,1.965113,9201.726562,3

0,3,1,155.166855,1.767925,7200.174805,3

0,3,1,169.888855,1.787292,8188.013672,3

0,3,1,180.828857,1.860175,9153.844727,3

0,3,1,170.094864,1.783270,8538.212891,3

0,3,1,161.732864,1.750888,8265.003906,4

0,3,1,155.952866,1.788590,7817.275879,4

0,3,1,175.427856,1.948560,9886.848633,4

0,4,2,154.356857,1.745926,7682.991699,4

0,3,1,159.624863,1.876223,7075.751465,4

0,2,0,145.937866,1.715346,5492.611816,4

0,3,1,170.136856,1.943249,8860.475586,4

0,3,1,167.298859,1.821909,9237.220703,4

0,3,1,154.536865,1.680427,7140.100586,4

0,3,1,153.330856,1.724643,7442.691895,4

0,4,1,154.992859,1.773189,7537.863281,4

0,3,1,153.528854,1.766639,7098.600098,4

0,4,2,155.628860,1.798300,7490.574707,4

0,3,1,169.712860,1.862126,9081.411133,4

0,4,2,160.054855,1.868347,9065.882812,4

0,3,1,170.250854,1.820454,9238.214844,4

0,3,1,146.350861,1.692512,7045.285645,4

0,4,2,139.370865,1.525749,4872.028320,4

0,3,1,152.866867,1.795232,6631.015625,4

1,3,3,146.863861,1.549377,4952.085449,4

0,2,0,162.626862,1.722916,7025.180664,4

0,3,1,166.156860,1.820357,8595.742188,4

0,2,0,145.812866,1.629751,5873.687988,4

0,6,2,118.124863,1.577862,4756.590820,4

0,3,1,162.162857,1.838659,9115.767578,4

0,3,1,163.336868,1.856474,8800.601562,4

0,3,1,174.346863,1.827847,9602.322266,4

0,2,0,156.994858,1.713532,6757.236328,4

0,3,1,162.494858,1.726395,8058.976562,4

0,3,1,156.778854,1.692280,7357.324219,4

0,3,1,152.164856,1.777768,8090.030762,4

0,3,1,160.600861,1.857310,7466.420410,4

0,3,1,149.914856,1.690256,6906.869141,4

0,2,0,152.264862,1.693906,5996.528809,4

0,2,0,152.122864,1.771212,6661.762207,4

0,2,0,157.746857,1.719168,7312.454590,4

0,2,0,168.200867,1.807647,8384.333008,4

0,3,1,138.096863,1.530352,5602.350098,4

0,3,1,164.122864,1.725432,8533.380859,4

0,4,2,165.058868,1.893024,6946.706543,4

0,3,1,158.912857,1.740994,7359.527344,4

0,4,2,161.816864,1.772810,8095.260742,4

0,3,1,156.902863,1.753704,7847.201660,4

0,3,1,154.786865,1.772290,6892.643066,4

0,3,1,151.882858,1.698929,6699.969727,4

0,3,1,157.176865,1.759531,7474.797852,4

0,3,1,162.345856,1.740938,8835.079102,4

0,3,1,173.592865,1.836505,8935.831055,4

0,2,0,158.416855,1.747461,7458.458984,4

0,2,0,157.250854,1.660118,6977.897949,4

0,3,1,155.248856,1.750396,6838.153809,4

0,2,0,146.268860,1.594078,5163.621582,4

0,3,1,162.724869,1.827403,9359.882812,4

0,3,1,163.684860,1.754030,7703.210938,4

0,2,0,155.192856,1.748369,6225.600098,4

0,3,1,157.166855,1.770607,6909.184082,4

0,3,1,141.148865,1.567807,6003.005371,4

0,2,0,152.654861,1.723905,5971.706543,4

0,3,1,149.740860,1.711697,6359.740723,4

0,3,1,154.934860,1.688522,7329.973145,4

0,3,1,159.226868,1.858682,8155.175781,4

0,4,2,168.126862,1.883595,9468.033203,4

0,2,0,154.918869,1.776731,6394.658203,4

0,2,0,155.786865,1.652784,6634.185547,4

0,3,1,162.476868,1.831890,7243.715820,4

0,2,0,149.120865,1.633717,5774.548828,4

0,3,1,167.612854,1.961618,8222.614258,4

0,5,1,99.508858,1.549958,3579.871338,4

0,3,1,167.612854,1.870475,9006.577148,4

0,2,0,162.568863,1.749662,7734.965332,4

0,3,1,165.602859,1.908752,9296.397461,4

0,3,1,161.344864,1.720288,7030.037598,4

0,4,2,156.018860,1.670677,7963.756348,4

0,3,1,171.252869,1.903663,8865.651367,4

0,2,0,133.788864,1.330200,3193.355225,4

0,3,1,172.466858,1.737572,8243.743164,4

0,3,1,152.188858,1.757077,7573.708496,4

0,4,2,160.162857,1.792958,8453.772461,4

0,3,1,162.162857,1.703644,8031.623047,4

0,3,1,165.678864,1.749094,6871.440430,4

0,2,0,153.958862,1.687994,6349.397461,4

0,2,0,144.084854,1.659349,5879.521484,4

0,4,2,167.852859,1.768334,8463.835938,4

0,3,0,147.060867,1.407286,4731.513184,4

0,3,1,156.564865,1.593708,7486.876465,4

0,3,1,154.702866,1.684737,7370.121094,4

0,3,1,159.458862,1.696548,7908.003418,4

0,3,1,158.176865,1.767943,8837.690430,4

0,3,1,158.706863,1.679020,8574.682617,4

0,3,1,152.420868,1.620515,6407.950684,4

0,4,2,168.406860,1.901790,9563.352539,4

0,3,1,147.888855,1.602196,6286.788574,4

0,2,0,155.720856,1.752920,6811.658203,4

0,4,2,155.960861,1.772639,7675.374023,4

0,2,0,163.296860,1.880604,7781.640137,4

0,3,1,164.288864,1.734419,8314.073242,4

0,2,0,152.958862,1.754252,7027.385254,4

0,3,1,162.684860,1.812647,8306.160156,4

0,4,2,168.414856,1.864890,9126.645508,4

0,4,2,169.606857,1.986664,9267.358398,4

0,2,0,152.604858,1.827330,7040.541992,4

0,3,1,168.894867,1.901217,9983.232422,4

0,3,1,179.240860,1.959273,10298.701172,4

0,3,1,165.172867,1.934727,9146.979492,4

0,2,0,136.392868,1.368039,3387.761719,4

0,2,0,157.226868,1.816765,7665.670898,4

0,3,1,177.908859,1.962473,9006.607422,4

0,3,1,152.238861,1.672930,6403.842285,4

0,3,1,177.371857,1.952078,10193.536133,4

0,3,1,165.892868,1.742830,8894.771484,4

0,3,1,153.950867,1.768555,7029.150879,4

0,3,1,158.128860,1.809066,7696.023438,4

0,3,1,152.776855,1.693032,7281.140137,4

0,3,1,152.006866,1.722116,7239.598633,4

0,3,1,164.892868,1.809240,7835.670410,4

0,3,1,158.102859,1.782574,6902.264648,4

0,3,1,152.246857,1.737492,7674.506348,4

0,3,1,152.950867,1.641376,5971.371094,4

0,3,1,153.602859,1.768963,7176.366211,4

0,3,1,166.016861,1.788073,8751.433594,4

0,3,1,152.850861,1.787317,7950.140137,4

0,2,0,155.704865,1.737588,6036.654297,4

0,3,1,163.014862,1.893199,8200.816406,4

0,3,1,157.052856,1.711605,6720.015137,4

0,3,1,152.808868,1.707945,6332.259277,4

0,2,0,163.222855,1.900452,7578.851074,4

0,2,0,144.902863,1.553885,5890.613770,4

0,2,0,153.768860,1.541349,6642.731445,4

0,4,1,157.672867,1.766475,6775.266113,4

0,2,0,145.448868,1.550802,5775.939941,4

0,4,2,145.606857,1.699693,6961.110352,4

0,3,1,179.804855,1.878593,9914.706055,4

0,2,0,158.648865,1.713720,7364.015137,4

0,3,1,162.370865,1.774868,8280.354492,4

0,2,0,149.128860,1.672072,6858.852539,4

0,3,1,168.530869,1.645248,7900.773926,4

0,2,0,162.394867,1.750339,7507.129883,4

0,3,1,167.438858,1.833020,7691.583496,4

0,3,1,155.934860,1.680711,7086.939453,4

0,3,1,131.878860,1.484535,3621.131836,4

0,3,1,149.675858,1.732422,5827.969727,4

0,3,1,159.880859,1.691441,7813.046875,4

0,4,2,155.372864,1.695829,7497.890625,4

0,3,1,163.620865,1.738358,8313.908203,4

0,3,1,145.481857,1.657577,5967.158203,4

0,3,1,151.196869,1.675523,6378.675293,4

0,3,1,163.064865,1.737386,8403.624023,4

0,3,1,157.548859,1.683426,6946.219238,4

0,3,1,155.794861,1.694106,6382.724121,4

0,4,2,158.094864,1.679648,7023.250977,4

0,3,1,154.976868,1.824761,6841.245605,4

0,2,0,153.280869,1.706536,7560.467285,4

0,2,0,164.404861,1.801163,7544.120117,4

0,2,0,161.262863,1.749670,6405.390625,4

0,3,1,157.026855,1.667119,7316.139648,4

0,2,0,148.078857,1.622301,6558.876953,4

0,3,1,164.238861,1.825694,8714.931641,4

0,3,1,154.150864,1.807181,7312.855469,4

0,2,0,161.186859,1.724774,6760.364746,4

0,3,1,179.902863,1.824159,9869.987305,4

0,2,0,150.660858,1.764743,6041.305176,4

0,3,1,174.650864,1.841235,9831.743164,4

0,3,1,155.430862,1.640904,7442.470215,4

0,3,1,159.756866,1.707018,7929.071777,4

0,3,1,152.370865,1.678205,6924.095703,4

0,3,1,165.172867,1.796082,8123.285156,4

0,3,1,156.604858,1.794585,7836.867676,4

0,3,1,148.690857,1.709547,6028.281738,4

0,3,1,157.664856,1.698118,7705.121094,4

0,3,1,150.088867,1.722761,6256.096680,4

0,3,1,168.960861,1.833192,9456.097656,4

0,2,0,146.400864,1.588420,5818.681641,4

0,2,0,168.770859,1.781736,8563.050781,4

0,2,0,153.528854,1.688388,5951.875977,4

0,6,2,114.718864,1.460458,4695.095215,4

0,3,1,164.288864,1.822011,7826.249512,4

0,3,1,159.152863,1.807453,9255.027344,4

0,4,2,154.438858,1.769764,8250.638672,4

0,3,1,161.204865,1.798965,6392.075684,4

0,4,2,164.214859,1.824012,7819.851562,4

0,3,1,176.394867,1.883446,9628.850586,4

0,3,1,171.789856,1.932268,8982.256836,4

0,2,0,148.128860,1.627766,6230.010742,4

0,4,2,175.346863,1.958316,9890.350586,4

0,3,1,168.456863,1.797402,8899.882812,4

0,3,1,176.668869,2.019512,8371.920898,4

0,3,1,174.278854,1.984064,9116.313477,4

0,2,0,150.906860,1.735025,6092.585938,4

0,2,0,159.044861,1.708009,6636.697754,4

0,2,0,160.724869,1.809249,6880.078613,4

0,3,1,155.952866,1.648726,7043.909668,4

0,3,1,157.176865,1.709134,5932.052734,4

0,3,1,143.604858,1.574473,5483.127441,4

0,3,1,146.044861,1.665350,6194.822754,4

0,3,1,153.056854,1.626123,6476.269043,4

0,2,0,151.899857,1.711271,5926.192871,4

0,2,0,176.412857,1.895901,8599.266602,4

0,3,1,140.312866,1.522366,5668.755859,4

0,3,1,167.802856,1.858113,8587.880859,4

0,3,1,161.566864,1.823087,8481.510742,4

0,2,0,209.690857,2.099251,14252.118164,5

0,3,1,164.552856,1.668515,6735.737793,5

0,2,0,209.798859,2.055516,13672.519531,5

0,3,1,217.622864,2.084923,15740.519531,5

0,2,0,180.679855,2.068762,9746.835938,5

0,3,1,201.734863,2.009504,13699.032227,5

0,2,0,186.808868,1.945112,12189.995117,5

0,2,0,196.046860,1.989139,12145.219727,5

0,2,0,179.448868,1.857126,11172.939453,5

0,3,1,216.761856,2.087538,14591.280273,5

0,2,0,186.188858,2.119652,11926.499023,5

0,3,1,191.770859,1.882295,11819.865234,5

0,2,0,187.378860,2.087789,10873.178711,5

0,3,1,207.970856,2.050008,13458.901367,5

0,3,1,206.010864,2.145049,13672.785156,5

0,2,0,190.430862,1.852398,11344.820312,5

0,2,0,202.926865,1.965788,13519.388672,5

0,3,1,224.403854,2.272451,16731.347656,5

0,3,1,221.409866,2.255248,16320.754883,5

0,2,0,195.185867,2.015923,12302.188477,5

0,2,0,180.092865,2.037025,9605.468750,5

0,3,1,201.082855,2.078222,13518.537109,5

0,3,1,201.736862,2.123822,13774.170898,5

0,2,0,194.822861,1.932238,11839.830078,5

0,2,0,184.914856,1.935970,11989.411133,5

0,3,1,189.934860,1.856424,11787.076172,5

0,2,0,190.354858,1.990185,10787.275391,5

0,3,1,169.855865,1.952888,9872.105469,5

0,2,0,188.785858,1.836397,12341.959961,5

0,2,0,179.488861,1.773592,10886.358398,5

0,2,0,178.926865,2.074482,9820.566406,5

0,3,1,210.468857,2.025752,15197.649414,5

0,2,0,166.490860,1.633175,6421.121582,5

0,2,0,197.508865,2.021040,12127.813477,5

0,3,1,192.232864,1.958056,12567.194336,5

0,3,1,186.666855,1.915144,11283.444336,5

0,3,1,218.962860,2.305172,16695.468750,5

0,2,0,199.998856,1.970224,11900.516602,5

0,3,1,196.194855,2.066917,12622.763672,5

0,2,0,201.503860,2.035313,12698.625977,5

0,3,1,215.314865,2.161004,15196.929688,5

0,3,1,209.550858,2.248772,14877.190430,5

0,2,0,176.858856,1.880336,9021.525391,5

0,2,0,213.396866,2.177892,14333.800781,5

0,2,0,186.278854,1.763405,10085.426758,5

0,3,1,211.047867,2.188569,15227.636719,5

0,2,0,191.902863,2.238199,11197.459961,5

0,3,1,194.474869,2.001883,12748.978516,5

0,2,0,189.950867,2.153729,11182.276367,5

0,3,1,189.801865,1.763316,11438.778320,5

0,2,0,192.556854,1.921678,11324.821289,5

0,3,1,183.830856,1.859190,10150.083984,5

0,2,0,188.114868,1.833142,11088.037109,5

0,2,0,174.220856,2.028505,9504.139648,5

0,3,1,192.084854,2.133577,11188.267578,5

0,3,1,215.232864,2.107486,14951.708984,5

0,2,0,175.874863,1.994130,9390.633789,5

0,3,1,183.814865,1.831001,11323.383789,5

0,2,0,216.886856,2.153731,15639.270508,5

0,3,1,178.727859,1.936299,9894.857422,5

0,2,0,191.174866,2.068099,11354.160156,5

0,2,0,180.225861,1.946794,11082.961914,5

0,2,0,157.474869,1.854173,8127.989746,5

0,2,0,178.810867,2.050743,9694.059570,5

0,2,0,203.480865,1.969993,13239.526367,5

0,3,1,212.064865,1.976588,14630.500977,5

0,3,1,193.664856,1.904347,13225.581055,5

0,3,1,205.440857,2.000787,14158.119141,5

0,3,1,198.510864,2.008949,12215.266602,5

0,3,1,187.784866,1.855568,12254.040039,5

0,3,1,210.660858,2.187514,15847.073242,5

0,3,1,205.332855,2.136534,14118.850586,5

0,3,1,179.636856,1.817942,10675.409180,5

0,2,0,186.468857,2.014231,10513.021484,5

0,3,1,191.142868,2.039457,13029.405273,5

0,3,1,206.920868,2.388978,13600.937500,5

0,3,1,190.810867,2.159993,12616.409180,5

0,2,0,195.020859,1.940207,12147.484375,5

0,2,0,189.470856,2.162305,10536.854492,5

0,3,1,190.472855,1.935089,11436.202148,5

0,2,0,204.034866,1.980027,13630.705078,5

0,2,0,184.360855,1.914413,9131.487305,5

0,3,1,219.392868,2.214583,14739.107422,5

0,3,1,212.204865,2.182938,15406.875000,5

0,2,0,191.670868,2.084220,10765.335938,5

0,2,0,194.508865,1.999572,11990.337891,5

0,2,0,193.606857,2.095950,13252.184570,5

0,2,0,152.505859,1.667034,6263.505371,5

0,3,1,192.282867,1.983284,12149.882812,5

0,2,0,177.718857,1.824547,9479.155273,5

0,3,1,185.608856,1.835192,11030.049805,5

0,3,1,206.366867,1.994414,13477.732422,5

0,3,1,196.401855,2.019032,12940.919922,5

0,3,1,169.829865,1.713191,9155.175781,5

0,3,1,208.069855,2.102982,14814.883789,5

0,3,1,199.395859,1.943073,13363.327148,5

