@relation 	/home/yyang/Data/syncon
@attribute	Attribute-0	real
@attribute	Attribute-1	real
@attribute	Attribute-2	real
@attribute	Attribute-3	real
@attribute	Attribute-4	real
@attribute	Attribute-5	real
@attribute	Attribute-6	real
@attribute	Attribute-7	real
@attribute	Attribute-8	real
@attribute	Attribute-9	real
@attribute	Attribute-10	real
@attribute	Attribute-11	real
@attribute	Attribute-12	real
@attribute	Attribute-13	real
@attribute	Attribute-14	real
@attribute	Attribute-15	real
@attribute	Attribute-16	real
@attribute	Attribute-17	real
@attribute	Attribute-18	real
@attribute	Attribute-19	real
@attribute	Attribute-20	real
@attribute	Attribute-21	real
@attribute	Attribute-22	real
@attribute	Attribute-23	real
@attribute	Attribute-24	real
@attribute	Attribute-25	real
@attribute	Attribute-26	real
@attribute	Attribute-27	real
@attribute	Attribute-28	real
@attribute	Attribute-29	real
@attribute	Attribute-30	real
@attribute	Attribute-31	real
@attribute	Attribute-32	real
@attribute	Attribute-33	real
@attribute	Attribute-34	real
@attribute	Attribute-35	real
@attribute	Attribute-36	real
@attribute	Attribute-37	real
@attribute	Attribute-38	real
@attribute	Attribute-39	real
@attribute	Attribute-40	real
@attribute	Attribute-41	real
@attribute	Attribute-42	real
@attribute	Attribute-43	real
@attribute	Attribute-44	real
@attribute	Attribute-45	real
@attribute	Attribute-46	real
@attribute	Attribute-47	real
@attribute	Attribute-48	real
@attribute	Attribute-49	real
@attribute	Attribute-50	real
@attribute	Attribute-51	real
@attribute	Attribute-52	real
@attribute	Attribute-53	real
@attribute	Attribute-54	real
@attribute	Attribute-55	real
@attribute	Attribute-56	real
@attribute	Attribute-57	real
@attribute	Attribute-58	real
@attribute	Attribute-59	real
@attribute	class { normal, cyclic, increasing, decreasing, upward, downward  }

@data

31.9525,34.6294,41.1201,40.0693,33.8886,31.6604,27.2420,23.4285,22.6107,23.6916,24.1668,27.72730,30.9359,36.6393,45.1425,42.1243,30.5826,22.8608,21.3639,18.5702,22.1494,26.14550,28.08860,37.75300,34.56120,41.67920,42.24170,38.28410,27.03610,20.08370,20.80010,13.55880,22.60720,28.16910,38.33130,40.90770,41.73100,34.92470,29.89620,27.98480,20.50900,23.85790,15.22240,27.99810,22.94430,38.95320,33.61260,41.54270,34.963100,40.066800,29.613400,24.370500,18.0091000,22.6876000,21.7537000,27.070300,29.6967000,32.9133000,44.0655000,38.1459000,cyclic

31.0256,37.2065,38.9794,41.0960,42.3200,31.6997,35.1004,24.7022,20.8778,24.1232,22.4419,23.19520,25.1711,29.7732,39.6769,41.7512,35.9021,31.9066,33.7481,29.2289,15.2418,17.73030,19.78180,25.64130,23.35390,39.01190,33.36560,36.77000,39.75710,41.11750,31.19220,32.68440,21.40200,16.89380,22.06400,19.52710,31.40560,30.36550,36.91430,37.73820,43.31530,36.51800,36.63480,34.43060,26.15600,15.98160,19.25070,25.49820,21.980500,24.530700,34.270500,45.307200,36.9543000,39.9395000,35.6233000,26.676600,19.4241000,18.8798000,12.3171000,20.7148000,cyclic

26.8177,36.2470,42.7600,43.3242,42.3945,42.0950,31.8504,29.5704,26.4291,13.9468,16.8736,18.65300,29.4633,33.2647,36.0939,38.5427,40.6096,35.3769,35.9200,31.2921,24.2228,15.86310,22.40200,21.58590,27.79290,34.62040,37.14840,43.12070,43.11400,44.61280,37.10510,28.90820,25.28800,17.45750,17.35870,13.43360,18.61930,30.74780,33.73290,33.64880,44.15340,45.28340,34.76360,33.59790,30.64600,22.29330,22.14720,12.63710,14.949300,26.637400,32.896900,29.268200,43.4099000,43.5762000,36.8844000,42.184800,38.2532000,25.0578000,17.0962000,20.0338000,cyclic

24.1212,39.1380,44.7903,39.5900,38.8291,32.6002,30.2106,24.4395,21.6196,16.3847,24.8099,33.19980,34.2790,44.3566,35.4984,38.9918,38.8147,30.9747,28.0701,20.1696,20.1191,25.38030,30.23810,40.26180,40.05470,38.35410,40.92710,30.05740,27.22380,19.55510,16.45100,24.90230,20.76980,34.77470,30.24350,45.02050,42.93420,40.56180,33.86090,22.11650,22.90780,24.56280,24.54690,24.33860,25.81940,35.58940,43.14620,46.44950,36.124000,34.913100,23.919800,27.915300,13.8007000,23.0402000,21.9833000,33.396500,35.1382000,35.6664000,39.1259000,39.8947000,cyclic

27.2381,33.0688,35.5037,47.9814,35.8772,34.3964,31.5676,29.2289,22.2233,13.3213,13.4067,19.51470,25.5158,32.8675,40.8028,47.3925,45.3858,41.6648,34.6966,22.8944,28.2007,18.30560,15.70620,15.83200,26.22700,35.22590,32.99200,36.77410,36.58040,37.93410,38.92670,24.97420,18.66810,15.97540,16.16880,24.08220,19.22960,31.81680,28.76900,34.64470,43.95540,40.86630,42.29590,37.28610,28.67490,24.63120,15.49310,13.32210,21.928300,23.493100,30.568000,38.544400,43.6723000,41.7671000,40.4899000,36.501200,24.7778000,25.9279000,20.1620000,18.7329000,cyclic

29.6181,41.2386,44.6320,47.8926,44.6445,41.1246,41.4001,36.0841,26.7270,26.1316,19.5195,9.80804,12.8942,23.6048,24.9783,32.8095,39.2279,47.1987,41.6618,46.1304,37.9118,31.87290,33.14850,22.15890,15.65440,11.72190,12.60760,17.44000,19.30730,25.49260,27.14640,35.03600,36.47380,41.63480,44.27090,46.08010,41.49800,32.92240,19.76000,19.96740,17.16240,19.48360,15.80790,18.07760,24.52630,38.71080,39.61390,38.77080,50.098500,46.915700,40.917900,31.097800,25.2723000,19.1213000,14.8607000,21.393900,19.3002000,21.0580000,27.5373000,33.6752000,cyclic

34.7518,37.8581,33.9115,39.0104,40.3342,35.3339,32.8157,29.2201,22.5748,15.4523,14.7442,23.85200,32.8415,37.8022,44.5937,43.9901,41.1524,33.9709,29.8271,30.4667,21.9371,20.38220,18.88800,19.90110,31.56570,36.63570,38.49580,44.02080,39.29930,40.64160,26.91740,29.91600,22.77860,22.64080,20.36260,25.06660,33.29310,39.65880,40.72500,39.31240,42.20190,38.97950,37.38620,28.88230,23.84800,23.90660,14.33800,23.13830,28.340700,28.256600,39.554200,45.157800,45.5955000,31.2422000,31.9130000,20.512200,23.3023000,18.7024000,20.1770000,25.4505000,cyclic

30.4502,39.1266,41.8917,47.5008,45.2692,42.8967,40.4848,25.8616,23.3423,19.4595,18.4559,10.97200,24.2661,26.5284,28.8131,33.5516,47.2281,49.0463,49.5643,35.0389,33.1257,26.00260,15.71600,12.31180,10.72280,13.93190,18.77000,21.43540,32.24660,33.89130,46.74210,43.15440,38.97470,40.94400,38.44540,31.55410,23.87540,12.74900,16.53290,17.48540,24.08400,27.46150,31.54060,36.24410,43.48620,42.69930,40.32580,38.78320,35.616500,23.458500,24.205800,11.555000,20.3320000,13.7037000,22.3995000,32.392300,36.6823000,38.4867000,43.5813000,44.2187000,cyclic

24.4293,39.7616,40.1207,45.9506,37.1700,36.6564,37.6492,23.9352,24.0386,21.3343,18.5594,21.33490,27.2994,32.0006,35.9327,33.9412,35.2246,40.9319,42.6484,29.4594,24.6605,28.07790,21.68500,16.77500,21.97140,22.60460,34.08830,37.92020,35.89670,37.63500,40.82100,35.45240,30.92970,35.37150,23.94940,22.39580,24.39190,19.18550,29.14860,29.46000,35.99950,36.04910,41.60270,34.36970,40.72950,33.88780,32.68830,26.39550,20.431500,24.952400,25.363400,28.519800,29.0868000,34.1211000,31.5094000,43.537500,37.4759000,42.3223000,31.9421000,32.8973000,cyclic

27.0957,32.1208,41.3884,44.6437,43.0262,29.2457,22.4244,22.0992,15.2671,22.1804,28.0592,31.77980,34.6858,46.5108,45.1019,42.8580,28.6596,21.8780,20.2123,21.1080,18.5661,21.45380,30.09970,33.99090,42.30830,38.96340,42.09630,27.07340,29.50480,22.84340,21.92330,20.52950,29.46460,29.17720,36.49200,39.55180,43.82440,42.87890,33.53130,20.82530,20.78500,12.13370,25.32450,30.87160,35.58020,40.38500,40.77680,40.47700,41.840600,35.157300,23.425300,11.927800,10.8316000,15.7002000,23.2335000,33.508500,45.5429000,46.1017000,36.5624000,42.5511000,cyclic

33.2800,31.7139,40.0542,38.4934,45.6483,36.8369,31.7404,25.3062,22.3216,21.4503,24.4459,19.82200,35.1442,42.0838,41.2696,41.1945,35.7095,33.0415,31.2120,21.2648,19.2317,16.00970,22.74690,25.63440,31.81870,45.55740,37.71530,37.47090,37.59340,30.02560,24.77310,20.49620,20.52490,22.91400,29.07400,27.17970,42.33520,47.71950,46.11960,38.53760,32.06010,24.95400,17.23340,14.91500,14.40220,23.77930,25.09810,28.33790,44.733500,41.882200,44.592900,37.002100,38.1604000,25.0817000,17.4369000,13.725100,17.3254000,23.7679000,29.8211000,30.1182000,cyclic

32.3175,39.9719,40.6855,36.9174,36.5269,35.9285,36.4151,24.7463,30.8736,25.3094,17.4796,24.06890,25.6087,27.3060,28.4600,30.5855,41.4506,38.8306,38.5291,37.5073,37.9685,28.80070,28.54520,27.56740,22.61910,24.88340,27.56580,28.40740,33.66770,35.17080,34.06090,45.58230,44.31960,34.13410,31.41300,28.73430,30.74440,18.42200,23.22700,23.68230,20.88730,19.52050,31.51400,31.41490,40.77490,36.44950,37.32670,37.24550,30.345400,28.808700,21.138300,23.666600,16.7965000,16.2003000,16.8775000,21.590600,28.4799000,28.8281000,41.7112000,35.3453000,cyclic

35.2861,30.1693,39.4484,42.5375,33.6134,34.1670,28.4885,32.2912,24.4984,23.9583,15.8835,22.93200,29.7026,33.5952,38.4932,31.8350,41.6960,38.4359,42.8051,38.5515,34.9461,31.18850,19.01310,18.40920,21.60160,27.20440,28.97010,26.25830,31.55830,39.97360,43.78240,40.97510,40.84800,38.18160,26.50360,28.00580,25.48160,24.62090,17.35100,22.04920,30.82850,34.57710,40.24690,43.71210,44.73510,34.59750,38.77420,31.98720,31.832700,21.472200,17.729000,16.612600,21.6958000,23.6195000,27.9105000,35.718000,36.0142000,34.7350000,42.1424000,32.0592000,cyclic

26.8210,39.9874,45.6618,39.5939,33.4887,28.3824,25.4047,15.4160,22.8730,17.3458,30.5443,38.77730,42.9812,40.6694,33.1481,28.6585,29.8744,17.7239,24.4810,18.9026,25.8529,36.19410,41.02760,41.86970,35.47050,36.70430,30.63480,17.43910,15.49350,21.91960,20.40970,25.91020,37.37820,43.82110,44.42930,41.62170,24.38690,24.15320,13.31210,22.65910,28.34630,30.27190,33.97180,45.75860,39.22590,43.35210,27.42920,18.83400,24.616900,20.338900,16.111200,24.213100,30.3887000,36.5793000,40.2941000,38.036600,38.7868000,30.0894000,15.9237000,12.8022000,cyclic

25.3437,34.2930,38.2116,39.9892,42.5053,32.7023,27.0690,22.3364,21.3176,17.8632,26.7314,30.27570,45.5687,38.7466,44.3744,39.7253,36.5967,25.9900,13.0739,16.0105,13.8256,27.71160,28.59770,36.99640,44.42300,43.23760,30.95600,23.67920,26.65230,21.77370,11.05020,21.53320,27.43750,42.53360,46.53120,49.49280,37.15040,30.86070,26.71500,23.32070,14.13860,21.55820,24.83240,27.01540,39.80510,45.77900,40.81890,35.42520,29.566600,22.646200,12.898800,20.088600,17.8615000,25.0158000,31.4907000,40.938700,48.5442000,42.9061000,43.9021000,35.1827000,cyclic

24.3566,36.5163,38.6025,46.7903,46.0926,34.0541,33.2610,31.3628,26.8938,12.6914,12.1574,16.99060,23.2936,22.8489,35.8733,41.7359,47.8879,38.0542,44.5395,37.9045,28.2295,27.00080,15.99920,14.16330,16.56960,18.04270,25.50860,34.01650,41.38000,45.53680,45.77750,37.99290,40.21470,30.70530,21.70480,26.07130,15.62560,20.11340,16.90030,22.45610,34.11210,36.84740,36.82950,42.35900,41.79180,33.16810,28.05560,25.55280,16.241800,19.134600,17.095800,17.893900,17.4148000,28.5712000,39.1376000,41.432600,37.4663000,44.7348000,35.8699000,33.4728000,cyclic

30.4656,31.7620,46.6635,38.9044,38.9709,38.1865,25.2559,20.7731,23.3157,14.3041,13.9611,18.82060,30.4076,35.1663,43.6501,41.1181,39.4811,34.5424,31.6275,22.0734,14.4190,14.59220,17.57260,23.46650,29.32140,40.88200,36.29450,47.19970,34.84180,40.56790,32.48650,22.37740,22.49620,14.39130,16.46990,23.90590,27.31750,43.77430,36.34880,38.85550,35.06210,34.50670,26.18740,16.79250,13.50210,15.33710,24.46790,24.79410,34.556200,43.247800,46.178400,37.324400,41.8288000,37.7100000,31.8965000,17.056300,15.2779000,15.4991000,25.1892000,27.4536000,cyclic

27.7996,30.4050,44.5422,46.0903,44.0251,35.2849,26.0516,32.4237,19.8578,14.6441,16.1298,19.58720,32.6327,32.9863,31.6707,39.5351,45.1310,42.6888,35.4296,28.9766,21.1118,22.19480,25.28440,19.55370,22.73220,26.44350,36.37160,34.83380,44.56650,37.79990,36.94340,29.57450,23.13860,21.89490,23.23750,24.74250,26.98270,20.30990,29.50380,36.00680,37.74390,43.75250,34.42460,34.30780,28.06600,24.87740,21.83690,23.80190,24.982900,19.176700,21.273900,36.116400,33.4789000,43.2495000,35.0526000,39.615700,30.7268000,34.7923000,22.4433000,25.9781000,cyclic

25.3080,39.1094,37.0313,40.5428,40.6583,36.2480,35.0834,26.7755,31.7161,24.3675,16.0791,16.45400,15.7093,25.9926,31.8971,34.2265,33.4233,35.8726,39.2410,40.1658,42.1519,34.98840,28.12190,21.78580,27.62190,21.06880,19.88140,26.04370,19.56690,22.78950,27.58500,33.21980,35.13780,40.73760,34.04210,33.87960,32.35440,31.78940,31.91640,24.21680,23.56300,22.04540,19.94700,23.89180,23.61700,26.27600,41.03860,43.33170,45.673300,43.125800,34.143800,37.005200,24.9664000,20.9687000,19.9340000,20.437100,19.0980000,20.5303000,19.2530000,28.5972000,cyclic

24.7381,38.8324,45.2444,45.4828,39.3667,35.1001,25.6140,24.6833,25.0595,22.1634,27.7047,32.27160,38.9718,45.1165,42.8549,31.7307,33.6418,23.6200,19.7335,25.4688,18.6195,21.16850,32.49750,40.98390,36.35930,43.19520,39.11300,28.75790,29.26250,15.75880,14.63380,23.36800,33.92090,31.14300,38.83540,43.32310,39.25090,28.86520,33.31560,18.12860,21.62540,20.99010,20.40980,33.10320,35.65490,44.21230,44.16260,35.09950,33.788700,27.712300,26.224800,19.901400,24.2568000,28.2048000,28.3815000,31.546400,40.6665000,39.1870000,32.1575000,31.5037000,cyclic

35.9258,34.3601,36.8129,41.6699,33.0051,32.8896,20.6579,14.7130,15.4679,19.4486,20.8808,36.15000,44.2620,45.4064,44.5532,29.7262,33.4035,19.4187,19.8111,18.7687,23.8189,35.10310,35.85540,39.77610,38.93370,32.64820,36.67450,23.97390,19.18610,18.85240,21.85930,23.02640,28.54910,44.07490,42.85950,45.15130,40.64360,34.30190,17.93630,22.17370,18.47380,26.06390,34.84230,30.35710,40.72550,35.32950,42.41480,26.87590,19.736300,16.502400,19.671100,23.608000,29.2072000,35.9468000,34.5492000,43.597700,43.6723000,40.8966000,26.1019000,21.0406000,cyclic

32.7160,34.4624,39.9308,41.2031,36.7692,34.8305,26.4752,18.6752,16.8035,15.0381,13.8694,28.44050,38.3421,45.2852,45.0892,45.1278,45.0149,36.9788,28.1217,19.8534,12.8856,19.28900,24.96190,26.42640,30.41390,39.97040,45.24650,43.22700,39.43890,32.45090,24.42470,19.25320,19.46480,14.49830,27.14880,30.67620,33.08090,44.41970,44.90990,45.17500,35.95520,26.47710,17.22780,14.99770,14.79640,22.37190,31.30130,37.87030,44.588500,42.828000,38.910800,37.242000,25.7467000,22.6635000,24.2303000,20.837400,17.1040000,20.6524000,24.1314000,31.4880000,cyclic

35.7896,32.3795,38.4360,40.1131,42.2311,33.7903,35.1347,27.8393,24.2927,20.9103,22.8484,19.90920,29.3135,29.5942,39.8753,38.9158,37.8845,40.6796,33.2358,31.4955,24.2423,21.71040,11.04730,18.27010,28.61120,36.00230,36.39480,47.34200,38.10910,46.00640,32.96420,24.64170,16.03150,13.51800,15.99960,17.70030,27.72570,31.61650,39.57800,37.80520,50.25150,43.37580,36.40530,33.84020,19.57150,16.42260,20.48810,18.88640,27.293900,24.886800,35.586500,47.809300,40.2979000,37.7722000,36.8111000,36.295500,21.3112000,21.6274000,12.4358000,10.9356000,cyclic

29.8142,37.6585,40.5960,44.5742,44.9079,34.9695,29.2922,25.0674,11.7900,20.3221,24.7539,32.00590,31.3778,44.9408,50.1125,47.2495,40.5009,31.2325,19.8518,12.9848,20.6605,20.95020,24.02310,34.70750,41.33210,37.82700,40.97940,37.47740,39.36660,26.59460,25.04990,15.61220,13.18020,14.26040,29.87550,29.98380,35.54870,47.85420,43.50400,35.34840,28.20060,25.54560,15.84620,20.87750,19.49760,19.21400,34.67890,39.75210,48.849600,43.575100,44.590200,35.144600,22.9514000,17.9540000,16.4736000,20.693300,22.6032000,23.8020000,38.2354000,42.6176000,cyclic

26.2753,32.9920,42.9596,44.7994,35.8042,38.0698,37.8979,22.6653,18.6551,19.9587,13.7404,16.77400,26.7887,30.7915,37.7107,38.2388,45.6750,35.5137,33.3507,35.6635,23.1249,23.92890,23.09530,14.16430,23.71110,23.89310,35.78540,44.12210,44.60310,37.68330,34.72150,31.14750,34.00170,27.40720,17.30130,19.28030,16.99730,26.49730,26.50860,36.87450,41.76410,36.23230,38.62200,33.63770,29.55000,22.10390,23.96270,14.95990,23.124800,19.459500,25.191500,26.913600,31.1622000,45.0925000,47.4567000,39.601200,33.7500000,26.4614000,27.3192000,25.5401000,cyclic

33.4100,33.4254,42.5327,46.4694,41.7184,38.9634,23.2206,27.6880,13.4399,14.1763,22.1868,23.80210,32.4146,40.3452,44.1663,43.1989,37.4700,33.6843,22.3874,21.5170,19.3608,23.87100,24.45540,23.46000,37.94690,35.77470,37.21750,38.77940,36.75300,32.97270,21.80960,23.20410,23.25890,23.93890,24.55690,29.33720,41.29720,45.91040,43.57960,44.32040,34.80040,32.80340,24.15830,12.74020,20.34460,25.26390,29.93790,35.83500,37.260400,36.200400,45.345800,38.614500,25.8346000,25.5507000,14.7844000,22.099000,17.9578000,27.1539000,32.0284000,32.8216000,cyclic

25.9852,30.3829,34.8524,34.5155,44.8727,38.9719,38.0508,23.9616,25.4375,23.8909,20.3892,19.56450,18.4486,22.5862,30.0838,42.2632,42.0686,41.4877,35.2049,33.4379,35.1696,23.90260,20.30710,16.85510,17.73360,22.04270,20.30930,31.81210,37.41390,35.09060,41.98800,41.38890,37.18550,36.36000,29.92370,21.84040,17.23460,20.73880,21.37770,21.67150,25.98280,27.29890,40.81610,34.47300,39.20710,42.13190,39.31510,30.53560,25.267100,26.741800,15.270400,18.493600,21.8752000,26.1425000,30.4536000,36.652700,37.3470000,38.5922000,38.9042000,36.7101000,cyclic

30.4263,31.6327,46.6698,48.9582,40.0309,33.1004,36.0582,23.3431,18.2161,13.2019,17.1544,23.66400,30.1750,37.0568,45.0795,47.1703,40.0633,33.7069,31.2085,27.8554,18.8463,14.73320,20.99600,25.39710,28.90770,31.28210,38.63750,43.38760,39.84040,44.38240,35.96830,23.42320,23.35570,13.50640,11.91690,25.33550,30.62580,29.66970,37.78530,47.49060,48.66250,34.70350,34.73430,22.28850,20.26920,22.14430,11.33420,16.02770,25.787900,30.392000,37.313600,41.200400,48.7232000,41.3750000,33.6045000,24.327700,21.3865000,12.8611000,13.4410000,23.6507000,cyclic

24.1847,34.7777,34.6964,47.8299,46.5885,46.6013,32.8805,31.1499,23.6288,26.0118,12.7073,17.33340,23.9686,24.4537,30.9613,36.8414,35.7650,43.2106,43.0446,43.6868,36.2016,41.09220,29.16290,21.08330,24.49210,16.69650,14.66070,23.35590,19.27250,30.54180,38.09320,40.07870,44.28490,40.42340,37.29950,41.64670,36.80560,22.92980,19.21320,22.04840,21.33240,22.28660,22.64760,22.29540,30.42050,31.33220,35.09830,46.29590,43.655500,35.515200,37.005300,32.078100,25.8186000,21.2632000,14.8307000,11.573500,12.7388000,21.7010000,27.3388000,36.7612000,cyclic

33.9553,32.5771,37.6761,40.1896,37.6077,41.1157,34.7775,22.8503,20.0405,16.4381,23.3044,24.02880,26.0043,31.1739,39.5377,41.2757,40.6317,46.4331,42.7369,34.7820,30.7004,23.70450,24.40690,21.65980,23.20670,26.95170,34.73680,34.39040,38.19860,39.77880,43.66920,37.70290,32.09160,24.86890,29.36000,23.48510,19.25270,24.13590,21.40800,23.11860,29.97370,36.38160,44.35020,45.71220,36.28520,32.13030,30.67490,23.05600,19.056100,21.619500,15.751100,18.710800,25.5103000,38.8963000,37.3157000,43.527100,46.0620000,36.0117000,31.4220000,32.8345000,cyclic

31.8398,39.7644,42.3454,48.4909,39.7943,46.0563,30.5996,30.3578,26.5168,22.0041,20.4492,15.81590,16.8223,26.1001,33.2104,38.4630,39.3005,43.2708,48.2773,45.9229,41.6690,35.81610,20.63780,21.26260,22.42110,11.25710,20.11580,21.99450,31.52140,29.43440,42.28300,44.12980,41.25620,41.17750,36.84770,31.35280,24.53020,24.69960,16.56170,19.54600,15.89280,21.26380,22.37170,26.72680,42.28400,41.40010,42.95100,42.01960,36.965300,30.876300,24.935700,18.694700,22.3683000,12.2241000,16.6380000,20.921400,19.0474000,28.1877000,34.5126000,43.6559000,cyclic

29.7213,42.3627,36.3361,44.5727,34.6856,27.0650,26.0590,15.9149,22.3648,18.1570,24.3390,31.06080,34.7920,39.9518,43.4183,39.8327,34.7446,27.6050,19.3989,11.5428,19.5986,24.54740,32.65730,35.11990,37.68520,40.64820,41.21620,24.97690,24.82170,16.36840,19.89440,18.53720,32.06700,32.89280,47.71220,47.80110,34.76050,29.66240,26.26250,17.02980,13.20580,13.03500,28.22520,33.37760,35.08860,45.36280,44.53570,33.17560,32.468700,25.702300,17.382000,12.880200,21.2238000,28.3215000,35.0303000,45.804500,47.9082000,44.7344000,35.7092000,23.9391000,cyclic

32.8441,35.4080,40.9221,46.2115,44.0382,41.4539,38.8912,37.8997,30.5840,26.3553,12.5930,17.68620,16.3178,22.9099,25.7019,33.0972,33.6184,36.3716,39.5662,49.1555,40.7177,32.53540,31.23050,22.80330,24.92430,18.11880,21.95850,24.44150,23.39000,26.22960,32.62780,44.45580,36.88190,43.58220,45.32460,40.77020,28.49960,29.66990,20.87510,21.05600,19.55440,18.27190,19.12900,29.63520,26.08420,39.33310,37.96590,38.96070,45.416400,39.057300,38.593600,32.958200,29.1983000,26.0044000,20.3114000,21.009600,17.2589000,17.3894000,31.7591000,28.5306000,cyclic

27.1111,34.0624,38.6419,36.5439,42.0513,32.2969,31.0709,20.2290,15.3987,24.6020,19.1427,27.67130,42.0840,39.7743,36.7332,34.6315,29.3749,28.6400,15.9529,23.3278,25.1729,30.60850,26.20480,40.90010,41.43940,43.60260,39.47250,28.24890,23.45960,16.09730,18.86920,24.48300,21.80460,27.56890,33.12160,43.62930,35.59450,35.67380,29.26650,28.05400,18.21330,13.99360,28.14880,22.06070,38.72260,34.85960,40.05890,35.54940,33.486500,22.751800,18.609200,17.116900,21.5670000,17.7808000,25.5686000,32.109500,44.4332000,43.6132000,42.6213000,38.7247000,cyclic

29.0875,32.8862,46.6395,39.3954,45.5096,40.0179,30.7446,23.2357,14.4476,22.6805,19.8003,23.70570,35.0993,43.2125,42.9126,45.1533,42.3772,30.0492,25.5925,19.6269,21.9391,20.67050,26.35710,37.02650,37.46410,45.67480,47.02130,39.50010,29.41900,23.66090,20.16670,17.31780,14.00010,22.60780,25.52130,33.08040,40.54330,48.44470,41.32280,34.92320,28.86770,19.22150,22.26380,12.44360,27.57860,27.61510,38.45790,44.60210,49.047400,38.610700,39.205900,27.906000,27.8161000,22.8421000,20.0701000,22.168100,25.3195000,34.2882000,45.1036000,42.5741000,cyclic

26.3693,37.7914,41.8385,39.6942,36.7276,35.0793,30.6678,24.7547,20.6103,18.8854,15.4591,14.07380,19.1172,34.2304,32.2018,40.7150,39.5428,37.1928,39.4483,30.8291,25.2726,22.32440,19.80080,13.50480,17.46180,24.28690,27.39760,38.57680,42.10810,41.94650,43.98700,41.33080,28.95840,23.66400,20.30770,22.24380,12.14850,15.76790,18.96370,32.57920,33.20240,36.20510,42.36420,40.60060,35.41490,39.57620,33.14490,19.93590,23.061800,19.052700,24.382700,19.610600,25.2178000,38.8595000,36.5698000,38.963600,36.9460000,36.9000000,32.5926000,31.5626000,cyclic

30.0852,34.4054,42.2759,44.7302,32.5587,29.5027,29.1632,22.4555,23.2076,26.9070,21.3557,33.80910,34.5538,37.2629,43.9860,35.6464,30.7109,22.4143,18.0548,18.6312,20.4955,34.10670,31.00220,36.35990,41.68210,31.23840,33.96360,21.76610,17.75680,14.32510,24.46800,29.59920,34.27570,39.19440,36.19800,38.94950,31.98390,29.87930,16.90110,20.96630,25.71880,23.52720,27.76080,36.30300,41.53970,43.21730,42.49510,30.02850,22.702000,17.379600,16.851000,24.008300,29.8584000,35.0486000,35.2665000,42.515200,33.1512000,29.7910000,28.3935000,21.5382000,cyclic

32.4431,42.6474,35.9781,43.3994,36.1537,29.9644,20.5353,16.9501,17.6589,17.9669,28.3813,33.83810,44.4409,46.9492,39.0773,31.6024,27.5346,16.6075,21.8526,22.0540,24.5292,39.93230,40.79200,47.60130,40.38940,40.16280,32.58870,16.81440,22.65090,21.91490,18.85700,29.35360,44.59240,44.92250,45.03040,36.45880,25.37910,23.67000,13.40500,21.15240,17.42130,30.82740,31.88600,39.70420,39.23220,36.44440,31.40660,23.52690,18.183900,22.709800,24.411000,23.970700,31.4605000,43.9825000,38.7201000,36.713400,29.2307000,19.4191000,16.3833000,21.0229000,cyclic

24.3918,36.9381,43.4671,48.3742,37.3181,34.6266,24.4798,25.3016,14.9215,12.8385,14.7964,21.39500,35.6423,37.3430,37.4850,38.1121,37.6857,27.7354,18.8890,18.1479,12.1962,20.61910,19.22870,35.02720,42.27470,47.56210,46.22170,43.43030,31.19560,22.89320,20.24340,13.45760,20.55810,20.03220,22.92620,38.04310,36.26830,38.13130,43.53100,33.48500,24.63100,26.65090,24.21260,13.89830,24.56840,26.31320,28.89830,32.84370,48.455800,43.938600,39.009900,27.931400,27.4809000,21.0781000,16.7338000,23.227700,28.0820000,23.5618000,39.7664000,38.8657000,cyclic

35.3886,31.1781,40.0412,43.0335,49.5240,40.9418,42.3690,30.1531,26.2527,23.1775,19.8854,19.69290,21.8371,26.8580,23.5333,29.7983,43.4008,43.3492,48.2375,43.8680,44.0174,28.05550,25.28380,22.73740,13.70260,14.02340,22.11510,23.71950,25.47770,37.86990,37.86750,46.95440,43.13490,41.28590,37.26850,29.34650,24.31180,21.74260,19.15150,21.66770,10.88150,16.14700,30.01970,28.47240,38.71620,44.61950,47.84670,48.84560,39.360900,38.448800,33.105300,19.934900,14.9612000,12.1486000,12.6295000,13.459200,18.9672000,35.4734000,30.1459000,45.5273000,cyclic

24.1766,39.0044,48.2963,48.2486,40.8786,32.8647,16.2863,15.6584,17.3529,22.4531,29.6056,39.68460,47.2440,38.4427,42.7575,35.3891,20.1312,19.2350,16.6598,21.3530,31.2285,32.63110,47.91650,47.58690,35.63300,29.22710,25.53680,16.94260,20.84140,21.18900,27.99910,33.27430,37.09790,46.93950,37.89110,31.12030,29.03860,18.01510,21.46670,26.29000,31.47640,36.34360,42.41150,39.28350,34.66620,27.74600,19.48910,17.46620,14.161000,18.293700,26.513500,34.012900,40.3288000,38.4396000,38.2219000,26.447800,20.6890000,17.7139000,14.6178000,14.3818000,cyclic

