@relation 	/home/yyang/Data/volcanoes
@attribute	Attribute-1	real
@attribute	Attribute-2	real
@attribute	Attribute-3	real
@attribute	class { 1, 2, 3, 4  }

@data
698.000000,402.000000,76.060000,2

845.000000,116.000000,4.240000,4

1017.000000,34.000000,5.000000,4

1003.000000,150.000000,6.320000,4

990.000000,243.000000,4.120000,4

944.000000,702.000000,30.480000,2

531.000000,584.000000,30.480000,3

482.000000,488.000000,20.620000,3

467.000000,563.000000,26.400000,3

380.000000,512.000000,17.000000,3

252.000000,445.000000,5.830000,4

282.000000,508.000000,34.130000,2

91.000000,507.000000,23.600000,3

166.000000,542.000000,7.210000,4

185.000000,433.000000,22.670000,3

203.000000,696.000000,24.210000,3

325.000000,771.000000,40.610000,2

757.000000,755.000000,18.600000,3

972.000000,901.000000,23.850000,3

208.000000,312.000000,19.310000,3

805.000000,347.000000,13.420000,3

488.000000,538.000000,60.440000,3

312.000000,56.000000,22.800000,2

422.000000,78.000000,17.890000,2

494.000000,21.000000,11.660000,2

541.000000,76.000000,6.710000,2

598.000000,74.000000,6.710000,3

485.000000,146.000000,27.660000,3

291.000000,469.000000,30.410000,1

394.000000,404.000000,23.350000,2

452.000000,501.000000,17.800000,2

473.000000,473.000000,11.310000,3

358.000000,575.000000,20.620000,1

488.000000,581.000000,12.530000,2

538.000000,505.000000,28.790000,1

570.000000,619.000000,14.420000,1

627.000000,569.000000,9.220000,3

623.000000,325.000000,7.210000,2

512.000000,330.000000,7.210000,3

689.000000,70.000000,11.050000,1

766.000000,41.000000,13.600000,2

798.000000,195.000000,22.830000,1

693.000000,296.000000,17.030000,2

727.000000,459.000000,25.810000,3

660.000000,560.000000,10.440000,3

739.000000,71.000000,13.420000,3

682.000000,102.000000,5.830000,3

510.000000,798.000000,10.000000,2

582.000000,866.000000,9.220000,2

452.000000,626.000000,25.000000,3

362.000000,919.000000,11.180000,3

307.000000,609.000000,9.850000,3

257.000000,526.000000,25.460000,3

224.000000,947.000000,6.320000,3

303.000000,836.000000,6.320000,3

278.000000,62.000000,40.500000,1

199.000000,192.000000,35.780000,3

232.000000,991.000000,22.830000,3

482.000000,1006.000000,9.220000,3

135.000000,746.000000,3.610000,4

81.000000,812.000000,4.240000,4

77.000000,884.000000,5.660000,4

84.000000,874.000000,3.610000,4

61.000000,70.000000,22.830000,3

101.000000,220.000000,22.830000,2

132.000000,174.000000,20.590000,2

123.000000,143.000000,10.630000,2

95.000000,273.000000,10.630000,3

512.000000,132.000000,19.850000,2

577.000000,748.000000,24.190000,2

79.000000,561.000000,17.030000,3

102.000000,441.000000,22.360000,3

242.000000,453.000000,19.100000,3

18.000000,135.000000,21.590000,1

59.000000,207.000000,22.360000,2

535.000000,181.000000,32.650000,3

146.000000,370.000000,16.160000,2

833.000000,396.000000,21.210000,3

647.000000,947.000000,21.210000,2

880.000000,736.000000,5.000000,4

551.000000,862.000000,3.160000,4

542.000000,849.000000,2.240000,4

991.000000,675.000000,4.120000,4

751.000000,937.000000,3.610000,4

279.000000,675.000000,22.200000,2

373.000000,992.000000,27.590000,1

223.000000,411.000000,41.110000,1

325.000000,348.000000,26.420000,2

255.000000,346.000000,19.800000,2

141.000000,461.000000,24.700000,3

70.000000,394.000000,24.700000,2

93.000000,330.000000,20.620000,3

136.000000,425.000000,13.040000,3

336.000000,10.000000,15.620000,3

710.000000,284.000000,13.600000,1

943.000000,401.000000,3.610000,4

817.000000,759.000000,20.520000,3

552.000000,777.000000,15.520000,2

40.000000,637.000000,23.260000,3

46.000000,907.000000,16.120000,3

255.000000,993.000000,30.810000,3

428.000000,1001.000000,5.830000,4

79.000000,180.000000,49.240000,1

165.000000,352.000000,21.950000,1

293.000000,428.000000,18.440000,2

175.000000,466.000000,31.060000,2

70.000000,102.000000,4.000000,4

471.000000,169.000000,36.890000,2

430.000000,451.000000,36.890000,3

609.000000,168.000000,25.940000,3

790.000000,570.000000,4.470000,4

582.000000,439.000000,2.240000,4

323.000000,594.000000,35.900000,2

218.000000,571.000000,30.530000,2

183.000000,562.000000,27.200000,2

87.000000,629.000000,27.200000,3

23.000000,712.000000,32.250000,2

101.000000,699.000000,2.000000,4

259.000000,749.000000,24.760000,2

189.000000,891.000000,32.020000,2

189.000000,829.000000,4.470000,4

23.000000,996.000000,22.020000,2

384.000000,559.000000,2.240000,4

359.000000,502.000000,38.900000,3

887.000000,717.000000,23.850000,3

948.000000,820.000000,23.850000,3

152.000000,306.000000,25.500000,2

93.000000,362.000000,28.230000,2

400.000000,260.000000,18.440000,1

355.000000,337.000000,32.890000,3

383.000000,105.000000,7.210000,4

319.000000,396.000000,1.000000,4

319.000000,391.000000,2.000000,4

745.000000,405.000000,2.830000,4

864.000000,61.000000,7.070000,4

947.000000,229.000000,5.000000,4

969.000000,226.000000,5.000000,4

889.000000,408.000000,7.210000,4

909.000000,63.000000,7.070000,4

648.000000,708.000000,15.260000,1

596.000000,683.000000,22.470000,1

1000.000000,572.000000,35.000000,2

678.000000,731.000000,19.210000,3

829.000000,574.000000,34.440000,3

785.000000,690.000000,4.470000,4

780.000000,697.000000,3.160000,4

746.000000,619.000000,3.610000,4

707.000000,573.000000,5.830000,4

510.000000,753.000000,14.760000,2

193.000000,537.000000,14.760000,1

460.000000,607.000000,28.020000,1

329.000000,604.000000,34.930000,3

693.000000,945.000000,6.400000,4

715.000000,968.000000,7.810000,4

604.000000,747.000000,5.390000,4

679.000000,834.000000,4.120000,4

874.000000,894.000000,23.260000,3

253.000000,113.000000,23.850000,3

151.000000,256.000000,15.620000,3

79.000000,243.000000,21.930000,2

64.000000,264.000000,21.930000,3

189.000000,267.000000,23.090000,3

243.000000,428.000000,15.650000,3

109.000000,258.000000,12.530000,3

56.000000,54.000000,12.530000,3

468.000000,442.000000,23.600000,3

70.000000,335.000000,23.350000,3

94.000000,318.000000,23.350000,3

221.000000,264.000000,4.120000,4

709.000000,30.000000,11.180000,4

743.000000,420.000000,26.630000,3

548.000000,711.000000,15.260000,2

427.000000,626.000000,14.140000,4

478.000000,584.000000,9.220000,4

475.000000,643.000000,7.210000,4

323.000000,717.000000,5.390000,4

402.000000,731.000000,4.120000,4

290.000000,598.000000,3.160000,4

259.000000,635.000000,4.470000,4

261.000000,667.000000,3.160000,4

365.000000,814.000000,26.080000,2

339.000000,808.000000,13.040000,3

387.000000,995.000000,24.080000,3

434.000000,991.000000,24.080000,3

773.000000,878.000000,6.080000,4

804.000000,836.000000,7.070000,4

1013.000000,856.000000,5.000000,4

865.000000,932.000000,5.000000,4

878.000000,899.000000,3.610000,4

831.000000,347.000000,17.000000,1

899.000000,36.000000,21.590000,3

600.000000,529.000000,23.770000,1

751.000000,622.000000,31.620000,1

596.000000,645.000000,32.200000,1

808.000000,655.000000,29.430000,2

768.000000,744.000000,21.100000,3

656.000000,625.000000,17.460000,3

693.000000,618.000000,21.630000,3

545.000000,674.000000,18.440000,2

564.000000,721.000000,24.410000,3

56.000000,617.000000,9.850000,3

142.000000,647.000000,9.850000,3

248.000000,622.000000,9.850000,3

194.000000,711.000000,7.070000,3

216.000000,684.000000,33.940000,3

50.000000,777.000000,23.710000,2

161.000000,775.000000,9.220000,3

240.000000,979.000000,18.440000,3

240.000000,756.000000,19.240000,3

34.000000,681.000000,20.000000,3

110.000000,713.000000,13.890000,3

155.000000,718.000000,13.890000,3

687.000000,790.000000,18.380000,1

648.000000,855.000000,16.120000,3

592.000000,915.000000,14.210000,3

574.000000,795.000000,6.320000,3

700.000000,964.000000,29.970000,3

762.000000,936.000000,25.080000,1

779.000000,973.000000,15.260000,2

748.000000,1010.000000,15.260000,2

84.000000,802.000000,17.460000,3

148.000000,970.000000,5.000000,3

60.000000,649.000000,20.810000,3

226.000000,890.000000,17.200000,3

897.000000,262.000000,57.450000,3

970.000000,140.000000,24.080000,3

894.000000,652.000000,17.490000,3

918.000000,39.000000,12.810000,3

919.000000,86.000000,15.810000,2

897.000000,157.000000,13.890000,1

876.000000,377.000000,10.820000,3

190.000000,48.000000,34.540000,3

716.000000,70.000000,31.760000,3

779.000000,10.000000,20.520000,3

869.000000,66.000000,24.760000,2

973.000000,22.000000,18.380000,3

826.000000,578.000000,13.890000,3

640.000000,534.000000,22.200000,2

300.000000,808.000000,22.200000,3

831.000000,1020.000000,4.470000,4

42.000000,511.000000,28.840000,2

86.000000,612.000000,34.000000,3

251.000000,678.000000,34.000000,3

311.000000,740.000000,29.680000,3

436.000000,806.000000,28.430000,3

137.000000,774.000000,39.660000,3

221.000000,929.000000,25.500000,3

10.000000,801.000000,22.020000,3

202.000000,746.000000,22.020000,3

87.000000,791.000000,14.140000,3

131.000000,826.000000,11.310000,3

21.000000,732.000000,11.310000,3

185.000000,85.000000,5.000000,4

328.000000,171.000000,5.000000,4

190.000000,312.000000,34.660000,2

744.000000,345.000000,30.230000,2

893.000000,213.000000,30.230000,1

793.000000,153.000000,2.240000,4

957.000000,406.000000,29.120000,3

604.000000,738.000000,22.470000,2

515.000000,669.000000,3.610000,4

498.000000,710.000000,3.610000,4

314.000000,766.000000,5.000000,4

62.000000,786.000000,6.400000,4

37.000000,819.000000,5.000000,4

28.000000,839.000000,3.610000,4

23.000000,846.000000,2.830000,4

157.000000,965.000000,5.000000,4

178.000000,795.000000,2.240000,4

203.000000,899.000000,2.240000,4

226.000000,905.000000,1.410000,4

969.000000,961.000000,23.600000,2

900.000000,977.000000,23.600000,2

988.000000,732.000000,18.380000,1

548.000000,659.000000,19.420000,2

559.000000,699.000000,8.600000,2

694.000000,461.000000,14.210000,3

625.000000,414.000000,24.840000,3

107.000000,316.000000,32.650000,3

84.000000,396.000000,29.070000,3

99.000000,88.000000,29.070000,3

43.000000,28.000000,37.640000,3

37.000000,370.000000,20.810000,2

220.000000,269.000000,12.040000,4

163.000000,419.000000,12.040000,4

327.000000,555.000000,30.610000,3

416.000000,697.000000,30.610000,3

220.000000,787.000000,17.890000,3

330.000000,966.000000,20.250000,3

270.000000,934.000000,26.400000,3

65.000000,1004.000000,22.360000,2

31.000000,1003.000000,10.820000,2

431.000000,886.000000,28.790000,3

492.000000,837.000000,20.620000,3

610.000000,910.000000,19.100000,3

54.000000,313.000000,4.470000,2

63.000000,454.000000,13.040000,2

947.000000,137.000000,28.300000,2

974.000000,360.000000,21.950000,1

934.000000,566.000000,15.620000,1

1010.000000,582.000000,11.180000,2

869.000000,609.000000,9.430000,3

799.000000,757.000000,21.630000,2

893.000000,768.000000,11.180000,3

860.000000,689.000000,17.200000,3

764.000000,698.000000,12.080000,3

745.000000,674.000000,8.000000,3

712.000000,775.000000,8.000000,3

499.000000,780.000000,8.250000,3

660.000000,591.000000,9.220000,3

353.000000,582.000000,18.380000,3

320.000000,600.000000,12.810000,3

299.000000,714.000000,12.810000,3

161.000000,608.000000,19.420000,3

65.000000,845.000000,19.720000,2

315.000000,952.000000,11.180000,3

656.000000,888.000000,17.890000,3

677.000000,856.000000,22.800000,3

701.000000,1007.000000,17.490000,3

913.000000,903.000000,13.890000,3

991.000000,971.000000,30.680000,2

900.000000,974.000000,12.210000,3

960.000000,1015.000000,17.200000,3

298.000000,434.000000,37.640000,1

395.000000,180.000000,23.350000,1

194.000000,368.000000,15.810000,1

402.000000,310.000000,21.400000,2

418.000000,466.000000,26.080000,2

237.000000,328.000000,14.320000,2

359.000000,247.000000,25.500000,2

328.000000,288.000000,25.500000,3

293.000000,206.000000,29.210000,3

183.000000,308.000000,7.810000,3

129.000000,347.000000,4.240000,4

329.000000,401.000000,36.620000,3

529.000000,164.000000,18.380000,2

630.000000,155.000000,18.380000,2

584.000000,381.000000,18.380000,3

602.000000,471.000000,18.380000,3

570.000000,477.000000,10.300000,3

620.000000,308.000000,16.640000,3

516.000000,220.000000,16.640000,3

608.000000,202.000000,11.400000,3

635.000000,224.000000,13.600000,3

523.000000,391.000000,21.930000,3

465.000000,575.000000,20.620000,3

459.000000,628.000000,16.280000,3

337.000000,659.000000,11.180000,3

80.000000,532.000000,14.420000,3

98.000000,658.000000,8.060000,4

306.000000,578.000000,19.800000,3

228.000000,623.000000,12.210000,3

245.000000,691.000000,2.830000,4

129.000000,621.000000,2.830000,4

289.000000,293.000000,39.450000,1

385.000000,434.000000,24.840000,1

322.000000,164.000000,65.220000,2

214.000000,174.000000,8.000000,4

129.000000,318.000000,4.240000,4

220.000000,246.000000,5.390000,4

312.000000,403.000000,21.930000,2

239.000000,125.000000,4.240000,4

700.000000,209.000000,30.530000,2

718.000000,428.000000,17.030000,2

683.000000,318.000000,42.050000,3

820.000000,382.000000,42.060000,2

817.000000,37.000000,21.950000,1

898.000000,39.000000,21.950000,2

814.000000,240.000000,16.550000,3

730.000000,183.000000,16.400000,3

758.000000,105.000000,27.660000,3

800.000000,490.000000,22.830000,3

947.000000,130.000000,3.610000,4

1006.000000,204.000000,3.610000,4

1005.000000,161.000000,3.610000,4

759.000000,71.000000,8.600000,4

704.000000,251.000000,8.600000,4

685.000000,535.000000,21.950000,3

695.000000,587.000000,26.000000,3

667.000000,692.000000,25.460000,3

724.000000,667.000000,25.460000,3

679.000000,798.000000,21.930000,3

609.000000,917.000000,21.930000,2

570.000000,774.000000,17.690000,3

588.000000,849.000000,16.160000,3

441.000000,973.000000,36.800000,3

624.000000,728.000000,29.410000,3

688.000000,832.000000,16.120000,3

532.000000,884.000000,16.120000,3

498.000000,874.000000,12.730000,3

435.000000,916.000000,12.730000,3

414.000000,937.000000,12.730000,3

971.000000,110.000000,5.390000,4

959.000000,148.000000,26.000000,3

536.000000,149.000000,21.190000,3

733.000000,147.000000,2.240000,4

940.000000,496.000000,7.810000,4

190.000000,11.000000,6.400000,4

30.000000,323.000000,12.730000,4

648.000000,42.000000,12.810000,3

202.000000,461.000000,13.450000,3

116.000000,201.000000,87.660000,1

55.000000,728.000000,80.280000,3

20.000000,359.000000,5.100000,4

866.000000,674.000000,21.260000,2

867.000000,649.000000,17.120000,2

965.000000,780.000000,21.930000,3

1001.000000,791.000000,23.710000,3

966.000000,504.000000,13.450000,3

548.000000,723.000000,5.000000,4

416.000000,694.000000,23.850000,2

41.000000,652.000000,37.160000,3

159.000000,813.000000,17.800000,2

98.000000,986.000000,39.050000,1

421.000000,990.000000,25.240000,1

260.000000,692.000000,8.940000,3

43.000000,908.000000,4.240000,4

617.000000,872.000000,21.950000,1

608.000000,894.000000,5.000000,4

903.000000,941.000000,4.470000,4

606.000000,183.000000,30.080000,3

839.000000,162.000000,34.060000,1

772.000000,346.000000,29.610000,1

816.000000,368.000000,28.320000,2

968.000000,446.000000,28.320000,2

992.000000,319.000000,40.000000,2

1002.000000,87.000000,30.680000,2

880.000000,120.000000,29.000000,2

928.000000,231.000000,24.700000,2

679.000000,152.000000,14.420000,3

862.000000,542.000000,30.000000,1

1004.000000,530.000000,5.000000,4

1013.000000,525.000000,4.240000,4

809.000000,583.000000,35.470000,3

974.000000,173.000000,30.810000,3

237.000000,145.000000,23.020000,3

62.000000,195.000000,16.760000,3

397.000000,113.000000,16.760000,3

319.000000,381.000000,8.600000,4

678.000000,351.000000,29.070000,3

733.000000,226.000000,5.390000,4

804.000000,648.000000,22.470000,1

345.000000,608.000000,10.820000,4

214.000000,914.000000,6.710000,4

888.000000,892.000000,22.360000,2

982.000000,981.000000,24.210000,2

955.000000,743.000000,18.440000,3

908.000000,839.000000,3.610000,4

916.000000,842.000000,2.000000,4

925.000000,847.000000,2.830000,4

896.000000,817.000000,2.830000,4

257.000000,364.000000,18.790000,1

548.000000,424.000000,31.400000,1

510.000000,272.000000,11.660000,4

442.000000,253.000000,11.700000,4

643.000000,398.000000,25.610000,1

724.000000,206.000000,56.400000,2

801.000000,113.000000,8.600000,4

812.000000,194.000000,13.930000,4

671.000000,152.000000,5.660000,4

738.000000,65.000000,5.000000,4

940.000000,239.000000,6.400000,4

753.000000,465.000000,19.700000,1

868.000000,387.000000,15.620000,1

906.000000,464.000000,34.710000,1

877.000000,521.000000,22.800000,1

800.000000,602.000000,22.800000,1

530.000000,615.000000,17.000000,1

899.000000,635.000000,16.550000,2

989.000000,572.000000,22.670000,1

999.000000,548.000000,17.890000,2

936.000000,527.000000,13.930000,4

806.000000,509.000000,5.390000,4

611.000000,754.000000,30.680000,1

555.000000,835.000000,24.040000,3

926.000000,676.000000,5.000000,4

765.000000,984.000000,3.610000,4

774.000000,983.000000,3.610000,4

117.000000,253.000000,22.360000,1

388.000000,124.000000,27.460000,2

118.000000,219.000000,15.650000,3

492.000000,345.000000,15.650000,3

566.000000,320.000000,30.810000,2

554.000000,245.000000,28.840000,3

509.000000,185.000000,3.610000,4

596.000000,410.000000,16.640000,3

617.000000,378.000000,18.870000,3

755.000000,296.000000,19.720000,3

824.000000,216.000000,27.310000,2

922.000000,333.000000,20.620000,2

882.000000,35.000000,26.020000,3

699.000000,158.000000,4.470000,4

550.000000,59.000000,1.410000,4

545.000000,55.000000,2.000000,4

931.000000,158.000000,2.240000,4

912.000000,222.000000,2.240000,4

401.000000,603.000000,18.600000,3

281.000000,582.000000,18.600000,3

350.000000,604.000000,12.810000,3

489.000000,693.000000,18.440000,3

357.000000,658.000000,4.120000,4

315.000000,660.000000,2.830000,4

111.000000,634.000000,3.610000,4

440.000000,736.000000,9.490000,3

406.000000,798.000000,16.550000,3

135.000000,54.000000,19.100000,2

276.000000,83.000000,19.100000,2

450.000000,343.000000,9.850000,2

330.000000,374.000000,17.090000,3

80.000000,450.000000,14.210000,2

46.000000,428.000000,17.690000,2

518.000000,104.000000,10.630000,3

578.000000,76.000000,10.630000,3

351.000000,123.000000,11.180000,3

502.000000,354.000000,12.080000,3

512.000000,381.000000,11.660000,3

284.000000,468.000000,12.210000,3

520.000000,428.000000,12.210000,3

623.000000,173.000000,24.600000,2

602.000000,239.000000,12.730000,3

475.000000,58.000000,7.620000,3

533.000000,147.000000,7.210000,3

433.000000,202.000000,7.210000,3

604.000000,348.000000,13.450000,3

859.000000,286.000000,13.450000,3

964.000000,507.000000,23.540000,2

772.000000,480.000000,17.120000,2

793.000000,445.000000,13.450000,3

817.000000,457.000000,15.620000,3

747.000000,472.000000,6.710000,3

825.000000,505.000000,11.660000,3

719.000000,570.000000,10.300000,3

650.000000,561.000000,15.810000,3

778.000000,644.000000,7.810000,3

845.000000,638.000000,8.940000,3

897.000000,526.000000,8.940000,3

894.000000,600.000000,7.070000,3

768.000000,432.000000,12.080000,3

864.000000,581.000000,7.620000,3

859.000000,713.000000,7.620000,3

778.000000,523.000000,8.600000,3

629.000000,461.000000,12.210000,3

864.000000,603.000000,6.400000,3

856.000000,603.000000,5.830000,3

459.000000,565.000000,21.630000,3

493.000000,563.000000,12.530000,3

313.000000,647.000000,20.620000,3

293.000000,668.000000,15.620000,3

637.000000,760.000000,19.210000,3

58.000000,531.000000,26.870000,2

187.000000,907.000000,16.550000,2

430.000000,866.000000,13.890000,3

220.000000,970.000000,8.060000,3

75.000000,926.000000,20.520000,3

525.000000,844.000000,7.810000,3

598.000000,828.000000,7.810000,3

734.000000,1011.000000,12.210000,3

982.000000,767.000000,12.210000,3

967.000000,635.000000,20.810000,3

624.000000,699.000000,20.810000,3

677.000000,862.000000,20.810000,3

783.000000,781.000000,5.390000,3

766.000000,911.000000,5.390000,4

767.000000,562.000000,34.010000,3

703.000000,653.000000,10.630000,3

724.000000,631.000000,13.040000,3

733.000000,506.000000,27.200000,3

43.000000,506.000000,8.060000,4

17.000000,560.000000,13.040000,4

345.000000,897.000000,6.080000,4

605.000000,952.000000,6.400000,4

88.000000,235.000000,19.100000,3

278.000000,214.000000,2.000000,4

248.000000,528.000000,36.770000,2

399.000000,541.000000,15.230000,1

258.000000,696.000000,4.240000,4

633.000000,773.000000,4.240000,4

233.000000,787.000000,4.240000,4

661.000000,819.000000,29.530000,3

753.000000,648.000000,14.760000,2

729.000000,598.000000,10.630000,2

928.000000,830.000000,3.000000,4

555.000000,615.000000,3.000000,4

548.000000,577.000000,3.000000,4

784.000000,736.000000,27.200000,3

339.000000,215.000000,12.210000,1

251.000000,318.000000,6.080000,4

433.000000,360.000000,6.080000,4

1000.000000,393.000000,22.830000,2

929.000000,465.000000,6.320000,4

936.000000,691.000000,8.600000,3

161.000000,339.000000,6.080000,4

388.000000,275.000000,8.060000,4

525.000000,5.000000,6.400000,4

834.000000,166.000000,17.460000,3

730.000000,375.000000,9.000000,4

851.000000,267.000000,5.100000,4

918.000000,227.000000,5.100000,4

971.000000,465.000000,17.490000,3

966.000000,645.000000,5.830000,4

715.000000,653.000000,22.020000,1

887.000000,700.000000,4.470000,4

913.000000,807.000000,5.000000,4

860.000000,537.000000,22.800000,3

647.000000,895.000000,35.000000,2

562.000000,976.000000,31.140000,2

956.000000,904.000000,7.810000,4

888.000000,946.000000,43.290000,3

899.000000,982.000000,8.000000,4

798.000000,984.000000,15.520000,2

841.000000,1017.000000,7.070000,4

948.000000,889.000000,5.100000,4

930.000000,847.000000,5.100000,4

712.000000,983.000000,23.190000,2

763.000000,1010.000000,26.910000,2

74.000000,751.000000,10.050000,4

338.000000,1006.000000,5.830000,4

349.000000,321.000000,8.940000,4

398.000000,824.000000,5.660000,4

32.000000,911.000000,32.200000,3

37.000000,860.000000,20.880000,3

429.000000,14.000000,6.400000,4

154.000000,357.000000,24.350000,2

583.000000,230.000000,36.250000,1

520.000000,456.000000,33.620000,2

631.000000,46.000000,7.280000,4

439.000000,310.000000,7.280000,4

722.000000,208.000000,45.610000,1

701.000000,175.000000,5.660000,4

618.000000,160.000000,25.080000,3

774.000000,251.000000,6.400000,4

713.000000,402.000000,6.400000,4

689.000000,338.000000,37.360000,3

777.000000,87.000000,7.620000,4

525.000000,72.000000,5.000000,4

775.000000,353.000000,5.000000,4

885.000000,130.000000,26.400000,3

608.000000,677.000000,45.040000,2

648.000000,723.000000,14.210000,2

419.000000,747.000000,23.770000,3

342.000000,721.000000,5.390000,4

303.000000,772.000000,5.390000,4

388.000000,881.000000,10.440000,3

245.000000,914.000000,12.170000,3

79.000000,682.000000,5.000000,4

387.000000,1005.000000,21.020000,3

315.000000,672.000000,5.000000,4

25.000000,669.000000,5.000000,4

62.000000,372.000000,18.440000,3

7.000000,109.000000,7.070000,4

69.000000,398.000000,7.070000,4

958.000000,338.000000,4.470000,4

956.000000,407.000000,6.080000,4

663.000000,536.000000,6.080000,4

18.000000,43.000000,4.240000,4

14.000000,276.000000,19.000000,2

243.000000,316.000000,4.470000,4

21.000000,354.000000,4.470000,4

60.000000,420.000000,5.000000,4

98.000000,151.000000,5.000000,4

592.000000,878.000000,16.120000,2

138.000000,394.000000,4.240000,4

631.000000,653.000000,16.030000,1

680.000000,623.000000,29.070000,1

858.000000,121.000000,7.070000,4

767.000000,53.000000,5.390000,4

886.000000,262.000000,5.390000,4

885.000000,190.000000,5.390000,4

723.000000,561.000000,11.000000,4

560.000000,703.000000,5.390000,4

119.000000,267.000000,7.280000,4

555.000000,216.000000,39.290000,2

886.000000,7.000000,42.950000,2

457.000000,924.000000,35.690000,2

741.000000,508.000000,30.020000,3

472.000000,155.000000,25.810000,2

394.000000,486.000000,20.100000,2

133.000000,236.000000,4.240000,4

265.000000,156.000000,12.650000,3

438.000000,286.000000,21.540000,3

601.000000,197.000000,8.490000,4

295.000000,78.000000,8.490000,4

978.000000,147.000000,11.180000,3

984.000000,96.000000,8.600000,4

700.000000,208.000000,17.720000,3

685.000000,53.000000,15.130000,3

837.000000,98.000000,6.400000,4

901.000000,856.000000,43.460000,3

129.000000,798.000000,49.770000,3

46.000000,922.000000,33.540000,2

34.000000,719.000000,16.280000,3

517.000000,327.000000,6.710000,4

185.000000,24.000000,24.600000,1

520.000000,49.000000,19.310000,2

524.000000,681.000000,16.400000,2

492.000000,716.000000,29.730000,2

143.000000,698.000000,34.410000,2

428.000000,650.000000,29.210000,2

350.000000,763.000000,19.100000,2

450.000000,787.000000,19.100000,2

493.000000,552.000000,46.820000,3

173.000000,309.000000,5.660000,4

179.000000,488.000000,7.810000,4

24.000000,742.000000,6.710000,4

229.000000,553.000000,6.710000,4

51.000000,722.000000,4.120000,4

122.000000,327.000000,4.120000,4

343.000000,331.000000,4.120000,4

211.000000,615.000000,4.120000,4

301.000000,328.000000,4.120000,4

513.000000,770.000000,4.120000,4

283.000000,814.000000,7.210000,4

438.000000,693.000000,31.020000,3

480.000000,490.000000,31.020000,3

664.000000,914.000000,31.620000,2

927.000000,930.000000,5.100000,4

782.000000,857.000000,5.000000,4

712.000000,526.000000,5.000000,4

824.000000,741.000000,31.240000,3

753.000000,658.000000,31.240000,3

51.000000,69.000000,5.660000,4

73.000000,185.000000,5.660000,4

100.000000,46.000000,5.660000,4

259.000000,267.000000,9.430000,4

264.000000,282.000000,9.430000,4

312.000000,140.000000,3.160000,4

376.000000,250.000000,30.000000,3

946.000000,590.000000,30.000000,3

464.000000,930.000000,30.000000,3

605.000000,293.000000,5.390000,4

101.000000,45.000000,45.120000,1

360.000000,78.000000,7.070000,4

204.000000,390.000000,18.250000,2

138.000000,277.000000,5.390000,4

310.000000,366.000000,6.000000,4

616.000000,91.000000,7.070000,4

643.000000,540.000000,13.000000,3

644.000000,629.000000,13.000000,3

305.000000,575.000000,5.830000,4

178.000000,45.000000,5.830000,4

380.000000,856.000000,5.830000,4

447.000000,26.000000,9.850000,3

845.000000,180.000000,5.100000,4

1015.000000,491.000000,9.490000,3

614.000000,783.000000,8.060000,3

653.000000,622.000000,4.120000,4

337.000000,288.000000,16.030000,3

837.000000,571.000000,11.000000,3

715.000000,940.000000,5.100000,4

918.000000,924.000000,14.140000,2

430.000000,514.000000,36.360000,2

119.000000,918.000000,5.660000,4

752.000000,544.000000,5.660000,4

831.000000,334.000000,30.070000,3

911.000000,458.000000,25.500000,3

